,original_url,source_article,logical_fallacies
320,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"The present tense of climate change — the destruction we ’ ve already baked into our future — is horrifying enough . Most people talk as if Miami and Bangladesh still have a chance of surviving ; most of the scientists I spoke with assume we ’ ll lose them within the century , even if we stop burning fossil fuel in the next decade . Two degrees of warming used to be considered the threshold of catastrophe : tens of millions of climate refugees unleashed upon an unprepared world . Now two degrees is our goal , per the Paris climate accords , and experts give us only slim odds of hitting it . The U.N. Intergovernmental Panel on Climate Change issues serial reports , often called the “ gold standard ” of climate research ; the most recent one projects us to hit four degrees of warming by the beginning of the next century , should we stay the present course . But that ’ s just a median projection . The upper end of the probability curve runs as high as eight degrees — and the authors still haven ’ t figured out how to deal with that permafrost melt . The IPCC reports also don ’ t fully account for the albedo effect ( less ice means less reflected and more absorbed sunlight , hence more warming ) ; more cloud cover ( which traps heat ) ; or the dieback of forests and other flora ( which extract carbon from the atmosphere ) . Each of these promises to accelerate warming , and the history of the planet shows that temperature can shift as much as five degrees Celsius within thirteen years . The last time the planet was even four degrees warmer , Peter Brannen points out in The Ends of the World , his new history of the planet ’ s major extinction events , the oceans were hundreds of feet higher . *

The Earth has experienced five mass extinctions before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the planetary clock , and many climate scientists will tell you they are the best analog for the ecological future we are diving headlong into . Unless you are a teenager , you probably read in your high-school textbooks that these extinctions were the result of asteroids . In fact , all but the one that killed the dinosaurs were caused by climate change produced by greenhouse gas . The most notorious was 252 million years ago ; it began when carbon warmed the planet by five degrees , accelerated when that warming triggered the release of methane in the Arctic , and ended with 97 percent of all life on Earth dead . We are currently adding carbon to the atmosphere at a considerably faster rate ; by most estimates , at least ten times faster . The rate is accelerating . This is what Stephen Hawking had in mind when he said , this spring , that the species needs to colonize other planets in the next century to survive , and what drove Elon Musk , last month , to unveil his plans to build a Mars habitat in 40 to 100 years . These are nonspecialists , of course , and probably as inclined to irrational panic as you or I . But the many sober-minded scientists I interviewed over the past several months — the most credentialed and tenured in the field , few of them inclined to alarmism and many advisers to the IPCC who nevertheless criticize its conservatism — have quietly reached an apocalyptic conclusion , too : No plausible program of emissions reductions alone can prevent climate disaster .

Over the past few decades , the term “ Anthropocene ” has climbed out of academic discourse and into the popular imagination — a name given to the geologic era we live in now , and a way to signal that it is a new era , defined on the wall chart of deep history by human intervention . One problem with the term is that it implies a conquest of nature ( and even echoes the biblical “ dominion ” ) . And however sanguine you might be about the proposition that we have already ravaged the natural world , which we surely have , it is another thing entirely to consider the possibility that we have only provoked it , engineering first in ignorance and then in denial a climate system that will now go to war with us for many centuries , perhaps until it destroys us . That is what Wallace Smith Broecker , the avuncular oceanographer who coined the term “ global warming , ” means when he calls the planet an “ angry beast. ” You could also go with “ war machine. ” Each day we arm it more .","[8286, 8540, 'Fallacy of Credibility']"
321,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"The present tense of climate change — the destruction we ’ ve already baked into our future — is horrifying enough . Most people talk as if Miami and Bangladesh still have a chance of surviving ; most of the scientists I spoke with assume we ’ ll lose them within the century , even if we stop burning fossil fuel in the next decade . Two degrees of warming used to be considered the threshold of catastrophe : tens of millions of climate refugees unleashed upon an unprepared world . Now two degrees is our goal , per the Paris climate accords , and experts give us only slim odds of hitting it . The U.N. Intergovernmental Panel on Climate Change issues serial reports , often called the “ gold standard ” of climate research ; the most recent one projects us to hit four degrees of warming by the beginning of the next century , should we stay the present course . But that ’ s just a median projection . The upper end of the probability curve runs as high as eight degrees — and the authors still haven ’ t figured out how to deal with that permafrost melt . The IPCC reports also don ’ t fully account for the albedo effect ( less ice means less reflected and more absorbed sunlight , hence more warming ) ; more cloud cover ( which traps heat ) ; or the dieback of forests and other flora ( which extract carbon from the atmosphere ) . Each of these promises to accelerate warming , and the history of the planet shows that temperature can shift as much as five degrees Celsius within thirteen years . The last time the planet was even four degrees warmer , Peter Brannen points out in The Ends of the World , his new history of the planet ’ s major extinction events , the oceans were hundreds of feet higher . *

The Earth has experienced five mass extinctions before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the planetary clock , and many climate scientists will tell you they are the best analog for the ecological future we are diving headlong into . Unless you are a teenager , you probably read in your high-school textbooks that these extinctions were the result of asteroids . In fact , all but the one that killed the dinosaurs were caused by climate change produced by greenhouse gas . The most notorious was 252 million years ago ; it began when carbon warmed the planet by five degrees , accelerated when that warming triggered the release of methane in the Arctic , and ended with 97 percent of all life on Earth dead . We are currently adding carbon to the atmosphere at a considerably faster rate ; by most estimates , at least ten times faster . The rate is accelerating . This is what Stephen Hawking had in mind when he said , this spring , that the species needs to colonize other planets in the next century to survive , and what drove Elon Musk , last month , to unveil his plans to build a Mars habitat in 40 to 100 years . These are nonspecialists , of course , and probably as inclined to irrational panic as you or I . But the many sober-minded scientists I interviewed over the past several months — the most credentialed and tenured in the field , few of them inclined to alarmism and many advisers to the IPCC who nevertheless criticize its conservatism — have quietly reached an apocalyptic conclusion , too : No plausible program of emissions reductions alone can prevent climate disaster .

Over the past few decades , the term “ Anthropocene ” has climbed out of academic discourse and into the popular imagination — a name given to the geologic era we live in now , and a way to signal that it is a new era , defined on the wall chart of deep history by human intervention . One problem with the term is that it implies a conquest of nature ( and even echoes the biblical “ dominion ” ) . And however sanguine you might be about the proposition that we have already ravaged the natural world , which we surely have , it is another thing entirely to consider the possibility that we have only provoked it , engineering first in ignorance and then in denial a climate system that will now go to war with us for many centuries , perhaps until it destroys us . That is what Wallace Smith Broecker , the avuncular oceanographer who coined the term “ global warming , ” means when he calls the planet an “ angry beast. ” You could also go with “ war machine. ” Each day we arm it more .","[8936, 9015, 'Logical Fallacy']"
322,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"The Earth has experienced five mass extinctions before the one we are living through now , each so complete a slate-wiping of the evolutionary record it functioned as a resetting of the planetary clock , and many climate scientists will tell you they are the best analog for the ecological future we are diving headlong into . Unless you are a teenager , you probably read in your high-school textbooks that these extinctions were the result of asteroids . In fact , all but the one that killed the dinosaurs were caused by climate change produced by greenhouse gas . The most notorious was 252 million years ago ; it began when carbon warmed the planet by five degrees , accelerated when that warming triggered the release of methane in the Arctic , and ended with 97 percent of all life on Earth dead . We are currently adding carbon to the atmosphere at a considerably faster rate ; by most estimates , at least ten times faster . The rate is accelerating . This is what Stephen Hawking had in mind when he said , this spring , that the species needs to colonize other planets in the next century to survive , and what drove Elon Musk , last month , to unveil his plans to build a Mars habitat in 40 to 100 years . These are nonspecialists , of course , and probably as inclined to irrational panic as you or I . But the many sober-minded scientists I interviewed over the past several months — the most credentialed and tenured in the field , few of them inclined to alarmism and many advisers to the IPCC who nevertheless criticize its conservatism — have quietly reached an apocalyptic conclusion , too : No plausible program of emissions reductions alone can prevent climate disaster .

Over the past few decades , the term “ Anthropocene ” has climbed out of academic discourse and into the popular imagination — a name given to the geologic era we live in now , and a way to signal that it is a new era , defined on the wall chart of deep history by human intervention . One problem with the term is that it implies a conquest of nature ( and even echoes the biblical “ dominion ” ) . And however sanguine you might be about the proposition that we have already ravaged the natural world , which we surely have , it is another thing entirely to consider the possibility that we have only provoked it , engineering first in ignorance and then in denial a climate system that will now go to war with us for many centuries , perhaps until it destroys us . That is what Wallace Smith Broecker , the avuncular oceanographer who coined the term “ global warming , ” means when he calls the planet an “ angry beast. ” You could also go with “ war machine. ” Each day we arm it more .

II . Heat Death","[9423, 9784, 'Fallacy of Emotion']"
323,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Humans , like all mammals , are heat engines ; surviving means having to continually cool off , like panting dogs . For that , the temperature needs to be low enough for the air to act as a kind of refrigerant , drawing heat off the skin so the engine can keep pumping . At seven degrees of warming , that would become impossible for large portions of the planet ’ s equatorial band , and especially the tropics , where humidity adds to the problem ; in the jungles of Costa Rica , for instance , where humidity routinely tops 90 percent , simply moving around outside when it ’ s over 105 degrees Fahrenheit would be lethal . And the effect would be fast : Within a few hours , a human body would be cooked to death from both inside and out .

Climate-change skeptics point out that the planet has warmed and cooled many times before , but the climate window that has allowed for human life is very narrow , even by the standards of planetary history . At 11 or 12 degrees of warming , more than half the world ’ s population , as distributed today , would die of direct heat . Things almost certainly won ’ t get that hot this century , though models of unabated emissions do bring us that far eventually . This century , and especially in the tropics , the pain points will pinch much more quickly even than an increase of seven degrees . The key factor is something called wet-bulb temperature , which is a term of measurement as home-laboratory-kit as it sounds : the heat registered on a thermometer wrapped in a damp sock as it ’ s swung around in the air ( since the moisture evaporates from a sock more quickly in dry air , this single number reflects both heat and humidity ) . At present , most regions reach a wet-bulb maximum of 26 or 27 degrees Celsius ; the true red line for habitability is 35 degrees . What is called heat stress comes much sooner .

Actually , we ’ re about there already . Since 1980 , the planet has experienced a 50-fold increase in the number of places experiencing dangerous or extreme heat ; a bigger increase is to come . The five warmest summers in Europe since 1500 have all occurred since 2002 , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 . At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , heat stress in New York City would exceed that of present-day Bahrain , one of the planet ’ s hottest spots , and the temperature in Bahrain “ would induce hyperthermia in even sleeping humans. ” The high-end IPCC estimate , remember , is two degrees warmer still . By the end of the century , the World Bank has estimated , the coolest months in tropical South America , Africa , and the Pacific are likely to be warmer than the warmest months at the end of the 20th century . Air-conditioning can help but will ultimately only add to the carbon problem ; plus , the climate-controlled malls of the Arab emirates aside , it is not remotely plausible to wholesale air-condition all the hottest parts of the world , many of them also the poorest . And indeed , the crisis will be most dramatic across the Middle East and Persian Gulf , where in 2015 the heat index registered temperatures as high as 163 degrees Fahrenheit . As soon as several decades from now , the hajj will become physically impossible for the 2 million Muslims who make the pilgrimage each year .","[11012, 11134, 'Ad Populum']"
324,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Humans , like all mammals , are heat engines ; surviving means having to continually cool off , like panting dogs . For that , the temperature needs to be low enough for the air to act as a kind of refrigerant , drawing heat off the skin so the engine can keep pumping . At seven degrees of warming , that would become impossible for large portions of the planet ’ s equatorial band , and especially the tropics , where humidity adds to the problem ; in the jungles of Costa Rica , for instance , where humidity routinely tops 90 percent , simply moving around outside when it ’ s over 105 degrees Fahrenheit would be lethal . And the effect would be fast : Within a few hours , a human body would be cooked to death from both inside and out .

Climate-change skeptics point out that the planet has warmed and cooled many times before , but the climate window that has allowed for human life is very narrow , even by the standards of planetary history . At 11 or 12 degrees of warming , more than half the world ’ s population , as distributed today , would die of direct heat . Things almost certainly won ’ t get that hot this century , though models of unabated emissions do bring us that far eventually . This century , and especially in the tropics , the pain points will pinch much more quickly even than an increase of seven degrees . The key factor is something called wet-bulb temperature , which is a term of measurement as home-laboratory-kit as it sounds : the heat registered on a thermometer wrapped in a damp sock as it ’ s swung around in the air ( since the moisture evaporates from a sock more quickly in dry air , this single number reflects both heat and humidity ) . At present , most regions reach a wet-bulb maximum of 26 or 27 degrees Celsius ; the true red line for habitability is 35 degrees . What is called heat stress comes much sooner .

Actually , we ’ re about there already . Since 1980 , the planet has experienced a 50-fold increase in the number of places experiencing dangerous or extreme heat ; a bigger increase is to come . The five warmest summers in Europe since 1500 have all occurred since 2002 , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 . At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , heat stress in New York City would exceed that of present-day Bahrain , one of the planet ’ s hottest spots , and the temperature in Bahrain “ would induce hyperthermia in even sleeping humans. ” The high-end IPCC estimate , remember , is two degrees warmer still . By the end of the century , the World Bank has estimated , the coolest months in tropical South America , Africa , and the Pacific are likely to be warmer than the warmest months at the end of the 20th century . Air-conditioning can help but will ultimately only add to the carbon problem ; plus , the climate-controlled malls of the Arab emirates aside , it is not remotely plausible to wholesale air-condition all the hottest parts of the world , many of them also the poorest . And indeed , the crisis will be most dramatic across the Middle East and Persian Gulf , where in 2015 the heat index registered temperatures as high as 163 degrees Fahrenheit . As soon as several decades from now , the hajj will become physically impossible for the 2 million Muslims who make the pilgrimage each year .","[11137, 11264, 'Logical Fallacy']"
325,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Climate-change skeptics point out that the planet has warmed and cooled many times before , but the climate window that has allowed for human life is very narrow , even by the standards of planetary history . At 11 or 12 degrees of warming , more than half the world ’ s population , as distributed today , would die of direct heat . Things almost certainly won ’ t get that hot this century , though models of unabated emissions do bring us that far eventually . This century , and especially in the tropics , the pain points will pinch much more quickly even than an increase of seven degrees . The key factor is something called wet-bulb temperature , which is a term of measurement as home-laboratory-kit as it sounds : the heat registered on a thermometer wrapped in a damp sock as it ’ s swung around in the air ( since the moisture evaporates from a sock more quickly in dry air , this single number reflects both heat and humidity ) . At present , most regions reach a wet-bulb maximum of 26 or 27 degrees Celsius ; the true red line for habitability is 35 degrees . What is called heat stress comes much sooner .

Actually , we ’ re about there already . Since 1980 , the planet has experienced a 50-fold increase in the number of places experiencing dangerous or extreme heat ; a bigger increase is to come . The five warmest summers in Europe since 1500 have all occurred since 2002 , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 . At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , heat stress in New York City would exceed that of present-day Bahrain , one of the planet ’ s hottest spots , and the temperature in Bahrain “ would induce hyperthermia in even sleeping humans. ” The high-end IPCC estimate , remember , is two degrees warmer still . By the end of the century , the World Bank has estimated , the coolest months in tropical South America , Africa , and the Pacific are likely to be warmer than the warmest months at the end of the 20th century . Air-conditioning can help but will ultimately only add to the carbon problem ; plus , the climate-controlled malls of the Arab emirates aside , it is not remotely plausible to wholesale air-condition all the hottest parts of the world , many of them also the poorest . And indeed , the crisis will be most dramatic across the Middle East and Persian Gulf , where in 2015 the heat index registered temperatures as high as 163 degrees Fahrenheit . As soon as several decades from now , the hajj will become physically impossible for the 2 million Muslims who make the pilgrimage each year .

It is not just the hajj , and it is not just Mecca ; heat is already killing us . In the sugarcane region of El Salvador , as much as one-fifth of the population has chronic kidney disease , including over a quarter of the men , the presumed result of dehydration from working the fields they were able to comfortably harvest as recently as two decades ago . With dialysis , which is expensive , those with kidney failure can expect to live five years ; without it , life expectancy is in the weeks . Of course , heat stress promises to pummel us in places other than our kidneys , too . As I type that sentence , in the California desert in mid-June , it is 121 degrees outside my door . It is not a record high .","[11967, 12119, 'Faulty Generalization']"
326,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Climate-change skeptics point out that the planet has warmed and cooled many times before , but the climate window that has allowed for human life is very narrow , even by the standards of planetary history . At 11 or 12 degrees of warming , more than half the world ’ s population , as distributed today , would die of direct heat . Things almost certainly won ’ t get that hot this century , though models of unabated emissions do bring us that far eventually . This century , and especially in the tropics , the pain points will pinch much more quickly even than an increase of seven degrees . The key factor is something called wet-bulb temperature , which is a term of measurement as home-laboratory-kit as it sounds : the heat registered on a thermometer wrapped in a damp sock as it ’ s swung around in the air ( since the moisture evaporates from a sock more quickly in dry air , this single number reflects both heat and humidity ) . At present , most regions reach a wet-bulb maximum of 26 or 27 degrees Celsius ; the true red line for habitability is 35 degrees . What is called heat stress comes much sooner .

Actually , we ’ re about there already . Since 1980 , the planet has experienced a 50-fold increase in the number of places experiencing dangerous or extreme heat ; a bigger increase is to come . The five warmest summers in Europe since 1500 have all occurred since 2002 , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 . At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , heat stress in New York City would exceed that of present-day Bahrain , one of the planet ’ s hottest spots , and the temperature in Bahrain “ would induce hyperthermia in even sleeping humans. ” The high-end IPCC estimate , remember , is two degrees warmer still . By the end of the century , the World Bank has estimated , the coolest months in tropical South America , Africa , and the Pacific are likely to be warmer than the warmest months at the end of the 20th century . Air-conditioning can help but will ultimately only add to the carbon problem ; plus , the climate-controlled malls of the Arab emirates aside , it is not remotely plausible to wholesale air-condition all the hottest parts of the world , many of them also the poorest . And indeed , the crisis will be most dramatic across the Middle East and Persian Gulf , where in 2015 the heat index registered temperatures as high as 163 degrees Fahrenheit . As soon as several decades from now , the hajj will become physically impossible for the 2 million Muslims who make the pilgrimage each year .

It is not just the hajj , and it is not just Mecca ; heat is already killing us . In the sugarcane region of El Salvador , as much as one-fifth of the population has chronic kidney disease , including over a quarter of the men , the presumed result of dehydration from working the fields they were able to comfortably harvest as recently as two decades ago . With dialysis , which is expensive , those with kidney failure can expect to live five years ; without it , life expectancy is in the weeks . Of course , heat stress promises to pummel us in places other than our kidneys , too . As I type that sentence , in the California desert in mid-June , it is 121 degrees outside my door . It is not a record high .","[12122, 12306, 'Logical Fallacy']"
327,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Climate-change skeptics point out that the planet has warmed and cooled many times before , but the climate window that has allowed for human life is very narrow , even by the standards of planetary history . At 11 or 12 degrees of warming , more than half the world ’ s population , as distributed today , would die of direct heat . Things almost certainly won ’ t get that hot this century , though models of unabated emissions do bring us that far eventually . This century , and especially in the tropics , the pain points will pinch much more quickly even than an increase of seven degrees . The key factor is something called wet-bulb temperature , which is a term of measurement as home-laboratory-kit as it sounds : the heat registered on a thermometer wrapped in a damp sock as it ’ s swung around in the air ( since the moisture evaporates from a sock more quickly in dry air , this single number reflects both heat and humidity ) . At present , most regions reach a wet-bulb maximum of 26 or 27 degrees Celsius ; the true red line for habitability is 35 degrees . What is called heat stress comes much sooner .

Actually , we ’ re about there already . Since 1980 , the planet has experienced a 50-fold increase in the number of places experiencing dangerous or extreme heat ; a bigger increase is to come . The five warmest summers in Europe since 1500 have all occurred since 2002 , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 . At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , heat stress in New York City would exceed that of present-day Bahrain , one of the planet ’ s hottest spots , and the temperature in Bahrain “ would induce hyperthermia in even sleeping humans. ” The high-end IPCC estimate , remember , is two degrees warmer still . By the end of the century , the World Bank has estimated , the coolest months in tropical South America , Africa , and the Pacific are likely to be warmer than the warmest months at the end of the 20th century . Air-conditioning can help but will ultimately only add to the carbon problem ; plus , the climate-controlled malls of the Arab emirates aside , it is not remotely plausible to wholesale air-condition all the hottest parts of the world , many of them also the poorest . And indeed , the crisis will be most dramatic across the Middle East and Persian Gulf , where in 2015 the heat index registered temperatures as high as 163 degrees Fahrenheit . As soon as several decades from now , the hajj will become physically impossible for the 2 million Muslims who make the pilgrimage each year .

It is not just the hajj , and it is not just Mecca ; heat is already killing us . In the sugarcane region of El Salvador , as much as one-fifth of the population has chronic kidney disease , including over a quarter of the men , the presumed result of dehydration from working the fields they were able to comfortably harvest as recently as two decades ago . With dialysis , which is expensive , those with kidney failure can expect to live five years ; without it , life expectancy is in the weeks . Of course , heat stress promises to pummel us in places other than our kidneys , too . As I type that sentence , in the California desert in mid-June , it is 121 degrees outside my door . It is not a record high .","[12366, 12512, 'Fallacy of Emotion']"
328,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Climate-change skeptics point out that the planet has warmed and cooled many times before , but the climate window that has allowed for human life is very narrow , even by the standards of planetary history . At 11 or 12 degrees of warming , more than half the world ’ s population , as distributed today , would die of direct heat . Things almost certainly won ’ t get that hot this century , though models of unabated emissions do bring us that far eventually . This century , and especially in the tropics , the pain points will pinch much more quickly even than an increase of seven degrees . The key factor is something called wet-bulb temperature , which is a term of measurement as home-laboratory-kit as it sounds : the heat registered on a thermometer wrapped in a damp sock as it ’ s swung around in the air ( since the moisture evaporates from a sock more quickly in dry air , this single number reflects both heat and humidity ) . At present , most regions reach a wet-bulb maximum of 26 or 27 degrees Celsius ; the true red line for habitability is 35 degrees . What is called heat stress comes much sooner .

Actually , we ’ re about there already . Since 1980 , the planet has experienced a 50-fold increase in the number of places experiencing dangerous or extreme heat ; a bigger increase is to come . The five warmest summers in Europe since 1500 have all occurred since 2002 , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 . At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , heat stress in New York City would exceed that of present-day Bahrain , one of the planet ’ s hottest spots , and the temperature in Bahrain “ would induce hyperthermia in even sleeping humans. ” The high-end IPCC estimate , remember , is two degrees warmer still . By the end of the century , the World Bank has estimated , the coolest months in tropical South America , Africa , and the Pacific are likely to be warmer than the warmest months at the end of the 20th century . Air-conditioning can help but will ultimately only add to the carbon problem ; plus , the climate-controlled malls of the Arab emirates aside , it is not remotely plausible to wholesale air-condition all the hottest parts of the world , many of them also the poorest . And indeed , the crisis will be most dramatic across the Middle East and Persian Gulf , where in 2015 the heat index registered temperatures as high as 163 degrees Fahrenheit . As soon as several decades from now , the hajj will become physically impossible for the 2 million Muslims who make the pilgrimage each year .

It is not just the hajj , and it is not just Mecca ; heat is already killing us . In the sugarcane region of El Salvador , as much as one-fifth of the population has chronic kidney disease , including over a quarter of the men , the presumed result of dehydration from working the fields they were able to comfortably harvest as recently as two decades ago . With dialysis , which is expensive , those with kidney failure can expect to live five years ; without it , life expectancy is in the weeks . Of course , heat stress promises to pummel us in places other than our kidneys , too . As I type that sentence , in the California desert in mid-June , it is 121 degrees outside my door . It is not a record high .","[12515, 12641, 'Faulty Generalization']"
329,http://nymag.com/daily/intelligencer/2017/07/climate-change-earth-too-hot-for-humans.html,"Climate-change skeptics point out that the planet has warmed and cooled many times before , but the climate window that has allowed for human life is very narrow , even by the standards of planetary history . At 11 or 12 degrees of warming , more than half the world ’ s population , as distributed today , would die of direct heat . Things almost certainly won ’ t get that hot this century , though models of unabated emissions do bring us that far eventually . This century , and especially in the tropics , the pain points will pinch much more quickly even than an increase of seven degrees . The key factor is something called wet-bulb temperature , which is a term of measurement as home-laboratory-kit as it sounds : the heat registered on a thermometer wrapped in a damp sock as it ’ s swung around in the air ( since the moisture evaporates from a sock more quickly in dry air , this single number reflects both heat and humidity ) . At present , most regions reach a wet-bulb maximum of 26 or 27 degrees Celsius ; the true red line for habitability is 35 degrees . What is called heat stress comes much sooner .

Actually , we ’ re about there already . Since 1980 , the planet has experienced a 50-fold increase in the number of places experiencing dangerous or extreme heat ; a bigger increase is to come . The five warmest summers in Europe since 1500 have all occurred since 2002 , and soon , the IPCC warns , simply being outdoors that time of year will be unhealthy for much of the globe . Even if we meet the Paris goals of two degrees warming , cities like Karachi and Kolkata will become close to uninhabitable , annually encountering deadly heat waves like those that crippled them in 2015 . At four degrees , the deadly European heat wave of 2003 , which killed as many as 2,000 people a day , will be a normal summer . At six , according to an assessment focused only on effects within the U.S. from the National Oceanic and Atmospheric Administration , summer labor of any kind would become impossible in the lower Mississippi Valley , and everybody in the country east of the Rockies would be under more heat stress than anyone , anywhere , in the world today . As Joseph Romm has put it in his authoritative primer Climate Change : What Everyone Needs to Know , heat stress in New York City would exceed that of present-day Bahrain , one of the planet ’ s hottest spots , and the temperature in Bahrain “ would induce hyperthermia in even sleeping humans. ” The high-end IPCC estimate , remember , is two degrees warmer still . By the end of the century , the World Bank has estimated , the coolest months in tropical South America , Africa , and the Pacific are likely to be warmer than the warmest months at the end of the 20th century . Air-conditioning can help but will ultimately only add to the carbon problem ; plus , the climate-controlled malls of the Arab emirates aside , it is not remotely plausible to wholesale air-condition all the hottest parts of the world , many of them also the poorest . And indeed , the crisis will be most dramatic across the Middle East and Persian Gulf , where in 2015 the heat index registered temperatures as high as 163 degrees Fahrenheit . As soon as several decades from now , the hajj will become physically impossible for the 2 million Muslims who make the pilgrimage each year .

It is not just the hajj , and it is not just Mecca ; heat is already killing us . In the sugarcane region of El Salvador , as much as one-fifth of the population has chronic kidney disease , including over a quarter of the men , the presumed result of dehydration from working the fields they were able to comfortably harvest as recently as two decades ago . With dialysis , which is expensive , those with kidney failure can expect to live five years ; without it , life expectancy is in the weeks . Of course , heat stress promises to pummel us in places other than our kidneys , too . As I type that sentence , in the California desert in mid-June , it is 121 degrees outside my door . It is not a record high .","[12644, 12986, 'Logical Fallacy']"
