,Source URL,Sentence (or small snippets of text),"Logical Fallacy Types
Key separators: "" & "" to connect multiple logical fallacies, 
"" > "" to connect hierarchies of logical fallacy types, and 
"" / "" to connect synonyms of each other",Explanations,Exception,Logical Form,Definition,Tips,Other_name
264,https://www.logicallyfallacious.com/logicalfallacies/Gamblers-Fallacy,"Eric: For my lottery numbers, I chose 6, 14, 22, 35, 38, 40.  What did you choose?
Steve: I chose 1, 2, 3, 4, 5, 6.
Eric: You idiot!  Those numbers will never come up!
",Gambler’s Fallacy," “Common sense” is contrary to logic and probability, when people think that any possible lottery number is more probable than any other.  This is because we see meaning in patterns -- but probability doesn’t.  Because of what is called the clustering illusion, we give the numbers 1, 2, 3, 4, 5, and 6 special meaning when arranged in that order, random chance is just as likely to produce a 1 as the first number as it is a 6.  Now the second number produced is only affected by the first selection in that the first number is no longer a possible choice, but still, the number 2 has the same odds of being selected as 14, and so on.",,,,,
265,https://www.logicallyfallacious.com/logicalfallacies/Gamblers-Fallacy,"Maury: Please put all my chips on red 21.
Dealer: Are you sure you want to do that?  Red 21 just came up in the last spin.
Maury:  I didn’t know that!  Thank you!  Put it on black 15 instead.  I can’t believe I almost made that mistake!
",Gambler’s Fallacy," The dealer (or whatever you call the person spinning the roulette wheel) really should know better -- the fact that red 21 just came up is completely irrelevant to the chances that it will come up again for the next spin.  If it did, to us, that would seem “weird,” but it is simply the inevitable result of probability.",,,,,
266,https://www.logicallyfallacious.com/logicalfallacies/Genetic-Fallacy,"Lisa was brainwashed as a child into thinking that people are generally good.  Therefore, people are not generally good.",Genetic Fallacy," That fact that Lisa may have been brainwashed as a child, is irrelevant to the claim that people are generally good."," At times, the origin of the claim is relevant to the truth of the claim. 
I believe in closet monsters because my big sister told me unless I do whatever she tells me, the closet monsters will eat me.","The origin of the claim is presented.
Therefore, the claim is true/false.", Basing the truth claim of an argument on the origin of its claims or premises.,," fallacy of origins, fallacy of virtue)"
267,https://www.logicallyfallacious.com/logicalfallacies/Genetic-Fallacy,"He was born to Catholic parents and raised as a Catholic until his confirmation in 8th grade.  Therefore, he is bound to want to defend some Catholic traditions and, therefore, cannot be taken seriously.",Genetic Fallacy," I am referring to myself here.  While my upbringing was Catholic, and I have long since considered myself a Catholic, that is irrelevant to any defenses I make of Catholicism -- like the fact that many local churches do focus on helping the community through charity work.  If I make an argument defending anything Catholic, the argument should be evaluated on the argument itself, not on the history of the one making the argument or how I came to hold the claims as true or false.",,,,,
268,https://www.logicallyfallacious.com/logicalfallacies/gish-gallop.html," The term was coined by Eugenie Scott of the National Center for Science Education in the 1990s. Dr. Scott coined the term based on the behavior of creationist Duane Gish in formal debates. Dr. Scott statesExample #2: In a 2012 debate between Mitt Romney and President Obama, Romney overwhelmed Obama with many arguments of questionable strength, resulting in many referring to Romney’s strategy as an example of the Gish Gallop. 
",Gish Gallop,," The two key characteristics of the Gish Gallop are 1) the number of arguments in uninterrupted succession and 2) the lack of strength of the arguments presented. The number of arguments presented is problematic when the interlocutor doesn’t have a reasonable amount of time (or space if in writing and limited by characters) to respond. The strength of the arguments is debatable, so in the case of Romney and Obama, it can be argued that Romney was making strong arguments, in which case Romney’s crime was simply presenting too many of these arguments at once.","Person 1 presents weak arguments A, B, C, D, E... without Person 2 being given the opportunity to address each argument."," Overwhelming an interlocutor with as many arguments as possible, without regard for accuracy or strength of the arguments. This is especially disingenuous when the interlocutor is not allowed to interrupt and address the arguments, as in formal debate or in writing. To the spectator unfamiliar with this strategy, the interlocutor’s inability to accurately respond to all the claims in the given time is fallaciously seen as a “win” for the Gish Galloper or appears to lend credibility to the arguments made when in fact it does not.",,
269,https://www.logicallyfallacious.com/logicalfallacies/gish-gallop.html," In a 2012 debate between Mitt Romney and President Obama, Romney overwhelmed Obama with many arguments of questionable strength, resulting in many referring to Romney’s strategy as an example of the Gish Gallop. Exception: The two key characteristics of the Gish Gallop are 1) the number of arguments in uninterrupted succession and 2) the lack of strength of the arguments presented. The number of arguments presented is problematic when the interlocutor doesn’t have a reasonable amount of time (or space if in writing and limited by characters) to respond. The strength of the arguments is debatable, so in the case of Romney and Obama, it can be argued that Romney was making strong arguments, in which case Romney’s crime was simply presenting too many of these arguments at once.
Fun Fact: A thousand bad arguments don’t add up to a single good argument, although many people interpret numerous bad arguments as “strong evidence” (e.g., “they can’t all be wrong” - Yes, they can all be wrong.)
References:
https://rationalwiki.org/wiki/Gish_Gallop
Questions about this fallacy? Ask our community!
",Gish Gallop,,,,,,
270,https://www.logicallyfallacious.com/logicalfallacies/Hasty-Generalization,"My father smoked four packs of cigarettes a day since age fourteen and lived until age sixty-nine.  Therefore, smoking really can’t be that bad for you.",Hasty Generalization, It is extremely unreasonable (and dangerous) to draw a universal conclusion about the health risks of smoking by the case study of one man.," When statistics of a larger population are not available, and a decision must be made or opinion formed if the small sample size is all you have to work with, then it is better than nothing.  For example, if you are strolling in the desert with a friend, and he goes to pet a cute snake, gets bitten, then dies instantly, it would not be fallacious to assume the snake is poisonous.","Sample S is taken from population P.
Sample S is a very small part of population P.
Conclusion C is drawn from sample S and applied to population P."," Drawing a conclusion based on a small sample size, rather than looking at statistics that are much more in line with the typical or average situation.",," argument from small numbers, statistics of small numbers, insufficient statistics, argument by generalization, faulty generalization, hasty induction, inductive generalization, insufficient sample, lonely fact fallacy, over generality, overgeneralization, unrepresentative sample)"
271,https://www.logicallyfallacious.com/logicalfallacies/Hasty-Generalization,"Four out of five dentists recommend Happy Glossy Smiley toothpaste brand.  Therefore, it must be great.",Hasty Generalization," It turns out that only five dentists were actually asked.  When a random sampling of 1000 dentists was polled, only 20% actually recommended the brand.  The four out of five result was not necessarily a biased sample or a dishonest survey; it just happened to be a statistical anomaly common among small samples.",,,,,
272,https://www.logicallyfallacious.com/logicalfallacies/Having-Your-Cake,"Reporter: Mr. Congressman, where do you stand on the clean water vs. new factory issue?
Congressman: Of course, I want our state to have the cleanest water possible.  I can appreciate the petition against the new factory as I can also appreciate the new jobs introduced in our community as a result of the new factory.
",Having Your Cake," This type of “non-decision” or refusal to choose a side often eludes those looking for an answer but getting more of a non-answer in return.  In our example, the congressman can later choose a side based on the outcome, looking like the guy who knew the right answer all along."," Wishy-washy statements are sometimes acceptable to demonstrate your uncertainty on a given issue, and if these kinds of statements are followed with admissions of uncertainty or ignorance,  then they are not fallacious; they are honest.","I believe X is a strong argument.
Y is also a very strong argument."," Making an argument, or responding to one, in such a way that it does not make it at all clear what your position is.  This puts you in a position to back out of your claim at any time and go in a new direction without penalty, claiming that you were “right” all along. ",," failure to assert, diminished claim, failure to choose sides)"
273,https://www.logicallyfallacious.com/logicalfallacies/Having-Your-Cake,"Scott: So do you think the earth has only been here for 6-10 thousand years?
Sam: The evidence for an old earth is very strong, but we cannot discount some of the claims made by the creationists.
Scott: So what are you saying?
Sam: I am saying that a 4.7 billion-year-old earth makes a lot of sense, but the 6000-year-old theory does, as well.
",Having Your Cake," We all know and want to shoot people like Sam.  Sam is failing to assert his position.  If Sam’s opinion is respected in this area, no doubt people on both sides will use his statement to their advantage.  This ambiguity is not helpful and is misleading.",,,,,
274,https://www.logicallyfallacious.com/logicalfallacies/Hedging,"Freddie: All women are evil, manipulative, man-haters.
Wade: Including your mother and best friend?
Freddie: Not them, but all the others.
Wade: How can you say that, when you only know maybe a hundred or so women?
Freddie: Obviously, I am talking about the ones I know.
",Hedging," The claim changed quite drastically from about 3.5 billion women to about 100, yet there was no admission by Freddie of this drastic change in his argument.  Freddie is guilty of committing this fallacy, and those who see Freddie’s initial argument as still valid, are guilty, as well."," If the point of argumentation is really to arrive closer to the truth, then there is no shame in revising claims.  If this is done, there is no fallacy.","Claim X is made.
Claim X is refuted.
Claim Y is then made and is made to be the same as claim X when it is not.", Refining your claim simply to avoid counter evidence and then acting as if your revised claim is the same as the original.,,
275,https://www.logicallyfallacious.com/logicalfallacies/Hedging,"Adam: The story of Noah’s ark is very probable, and almost certainly a historical and scientific fact.
Greg: So you think it is very probable that two of each animal came from around the globe, including the animals that cannot survive for very long outside their natural environments?
Adam: Well, that part did require God’s help.
Greg: You think it is very probable even though virtually every geologist and natural scientist today reject the idea of a global flood?
Adam: Probability exists on many levels.
Greg: Do you really still think this story is, “very probable”?
Adam: Yes.
",Hedging," Besides the multiple ad hoc explanations used by Adam to answer the counterclaims, each counterclaim was evidence against the initial claim, specifically the “very probable” nature of the story.  Rather than concede the argument or revise the claim, Adam let his insistence to be right come before logical thought and refused to change his original claim.",,,,,
276,https://www.logicallyfallacious.com/logicalfallacies/Historians-Fallacy,"You should have never taken the back roads to the concert.  If you had taken the main roads, you would not have been stuck in all that traffic due to the accident.",Historian’s Fallacy," “Thanks for that!” is the usual sarcastic response to this fallacy.  Of course, had we known about the accident, the main road would have been the better choice—but nobody could have reasonably predicted that accident.  It is fallacious, and somewhat pointless, to suggest that we “should have” taken the other way."," Sometimes, it’s funny to commit this fallacy on purpose at the expense of your friends’ dignity.
Hey, nice going on that decision to buy stock in the company that was shut down a week later by the FBI for the prostitution ring.  Do you have any stock tips for me?","Claim X was made in the past.
Those who made the claim did not take into consideration Y, which was not available to them at the time.
Therefore, this was a foolish claim.", Judging a person's decision in the light of new information not available at the time.,," retrospective determinism, hindsight)"
277,https://www.logicallyfallacious.com/logicalfallacies/Historians-Fallacy,"Judas was an idiot to turn Jesus over to the authorities.  After all, he ended up committing suicide out of guilt.",Historian’s Fallacy," It is easy for us to blame Judas as people who know the whole story and how it played out.  We have information Judas did not have at the time.  Besides, if Judas never turned in Jesus, and Jesus was never killed, but died while walking on water as an old man after tripping over a wave, would Christianity exist?",,,,,
278,https://www.logicallyfallacious.com/logicalfallacies/Homunculus-Fallacy,"Bert: How do eyes project an image to your brain?
Ernie: Think of it as a little guy in your brain watching the movie projected by your eyes.
Bert: Ok, but what is happening in the little guy in your head’s brain?
Ernie: Well, think of it as a little guy in his brain watching a movie...
",Homunculus Fallacy, This fallacy creates an endless loop that actually explains nothing.  It is fallacious reasoning to accept an explanation that creates this kind of endless loop that lacks any explanatory value.," There might be some exceptions that rely on high-level epistemology having to do with a large enough loop and validating feedback.  The important question to ask is, does the explanation have any value and is the question being answered or deflected?","Phenomenon X needs to be explained.
Reason Y is given.
Reason Y depends on phenomenon X."," An argument that accounts for a phenomenon in terms of the very phenomenon that it is supposed to explain, which results in an infinite regress.",," homunculus argument, infinite regress)"
279,https://www.logicallyfallacious.com/logicalfallacies/Homunculus-Fallacy,"Dicky: So how do you think life began?
Ralphie: Simple.  Aliens from another planet seeded this planet with life billions of years ago.
Dicky: OK, but how did that alien life form begin?
Ralphie: Simple.  Aliens from another planet seeded that planet with life.
",Homunculus Fallacy," This fallacy can be tricky because maybe it is true that aliens are responsible for spreading life, so the answers might be technically right, but the question implied is how life ultimately began, which this form of reasoning will not answer.",,,,,
280,https://www.logicallyfallacious.com/logicalfallacies/Hot-Hand-Fallacy,"Marta: (shooting craps) Let's just cash in now. We did great, but let's quit while we're ahead.
Carlos: Forget it! We are hot! Let's see how long this streak will last!
",Hot Hand Fallacy," Statistically, Carlos and Marta are more likely to lose the next game since a) their ""streak"" is probability-based, not talent-based and b) the odds are against them in the game of craps. Carlos is incorrectly viewing the string of wins as a streak that is more likely to continue than not."," As mentioned, a streak of favorable talent-based actions can be the result of superior physical and mental performance. ","Person 1 has won a probability game X times in a row.
Therefore, person 1 is ""hot"" and likely to win again the next game."," The hot hand fallacy is the irrational belief that if you win or lose several chance games in a row, you are either “hot” or “cold,” respectively, meaning that the streak is likely to continue and has to do with something other than pure probability.  Because we are generally stupid when it comes to realizing this, and pigheaded when it comes to accepting this fact, casinos around the world make a lot of money. This is similar to the gambler’s fallacy.",, hot hand phenomenon)
281,https://www.logicallyfallacious.com/logicalfallacies/Hot-Hand-Fallacy,"There are examples based on events that are not purely probabilistic, such as shooting baskets in the game of basketball. These examples are controversial because although some of the success, some of the time can be attributed to probability alone, there is no question that talent and belief can affect the outcome.Fun Fact: The belief that you are ""on fire"" (i.e., performing exceptionally well) can lead to better performance, via the self-fulfilling prophecy. There are times when thinking too critically can negatively affect performance.
Exception: As mentioned, a streak of favorable talent-based actions can be the result of superior physical and mental performance. 
References:
The Hot Hand Fallacy: Cognitive Mistakes or Equilibrium Adjustments? Evidence from Baseball. (n.d.). Retrieved from https
",Hot Hand Fallacy,,,,,,
282,https://www.logicallyfallacious.com/logicalfallacies/Hypnotic-Bait-and-Switch,"Do you love your country?
Do you love your family?
Do you care about their wellbeing?
Then you would love Eatme ice-cream!Example #2:
Is it right that such a small percentage of Americans control the vast majority of wealth?
Is it right that you have to work overtime just to make ends meet?
Is it right that you can’t even afford to leave the state for vacation?
Do you really want to vote for Reggie Lipshitz?
",Hypnotic Bait and Switch,," It’s an effective persuasion technique, so if you're trying to convince your kids to stay off drugs, then manipulate away.  However, if you are trying to get someone to buy a vacuum cleaner, then take your hypnotic bait and switch and shove it up your reusable, hypoallergenic, dust bag.",," Stating several uncontroversially true statements in succession, followed by a claim that the arguer wants the audience to accept as true.  This is a propaganda technique, but also a fallacy when the audience lends more credibility to the last claim because it was preceded by true statements.  The negative can also be used in the same way.
This is a classic sales technique often referred to as, “getting the customer used to saying ‘yes’!”",,
283,https://www.logicallyfallacious.com/logicalfallacies/Hypnotic-Bait-and-Switch,"Is it right that such a small percentage of Americans control the vast majority of wealth?
Is it right that you have to work overtime just to make ends meet?
Is it right that you can’t even afford to leave the state for vacation?
Do you really want to vote for Reggie Lipshitz?",Hypnotic Bait and Switch," As you read through the examples, you can see from where the word “hypnotic” comes.  Your subconscious mind starts to take over, and it seems almost reactionary that you start chanting “yes” or “no” (as in the second example) while not really considering with what you are agreeing or disagreeing.  These kinds of techniques work best in rallies where those doing the rallying count on you to act with emotion at the expense of your reason.",,,,,
284,https://www.logicallyfallacious.com/logicalfallacies/Hypothesis-Contrary-to-Fact,"If you took that course on CD player repair right out of high school, you would be doing well and gainfully employed right now.",Hypothesis Contrary to Fact," This is speculation at best, not founded on evidence, and is unfalsifiable.  There are many people with far more useful talents who are unemployed, and many who are “gainfully” employed who are not doing well at all. Besides, perhaps those with certificates in compact disc repair are gainfully employed... at McDonald’s."," In either/or situations, general predictions can obviously be made without fallacy","If event X did happen, then event Y would have happened (based only on speculation)."," Offering a poorly supported claim about what might have happened in the past or future, if (the hypothetical part) circumstances or conditions were different.  The fallacy also entails treating future hypothetical situations as if they are fact.",," counterfactual fallacy, speculative fallacy, ""what if"" fallacy, wouldchuck)"
285,https://www.logicallyfallacious.com/logicalfallacies/Hypothesis-Contrary-to-Fact,"John, if you would have taken a shower more often, you would still be dating Tina.",Hypothesis Contrary to Fact, Past hypotheticals that are stated as fact are most often nothing more than one possible outcome of many.  One cannot ignore probabilities when making these kinds of statements.  Perhaps Tina likes the smell of man sweat.  Perhaps Tina would have still preferred Renaldo over John despite John's personal hygiene because of Renaldo's enormous intellect.,,,,,
286,https://www.logicallyfallacious.com/logicalfallacies/Identity-Fallacy,"S.J. Sam: Asian people in this country are systematically passed over in the tech field for non-Asians.
Cindy: Actually, according to most research, employers are biased in favor of Asian technical workers.
S.J. Sam: Unless you are Asian, keep your mouth shut. You can't possibly know the struggles of the Asian community!
",Identity Fallacy," S.J. Sam is making an empirical claim about a hiring preference for non-Asians. Cindy has refuted the claim that is independent of her physical or social identity (i.e., her ability to refute the argument is not dependent upon her being Asian). S.J. Sam rejects her rebuttal because she is not Asian. In addition, he pulls a red herring by changing the argument to ""knowing the struggles"" of the Asian community."," A requirement for this fallacy is ""when the strength of the argument is independent of identity."" There are arguments that do rely on identity. For example, claims of feeling and perception could be unique to certain groups.","Person 1 makes argument X.
Person 2 dismisses argument X because of the physical or social identity of person 1."," When one's argument is evaluated based on their physical or social identity, i.e., their social class, generation, ethnic group, gender or sexual orientation, profession, occupation or subgroup when the strength of the argument is independent of identity.",, identity politics)
287,https://www.logicallyfallacious.com/logicalfallacies/Identity-Fallacy,The female staff of a large corporation holds a meeting to discuss solutions to reduce discrimination against women at the company. Men are invited but asked just to listen and not contribute to the discussion.,Identity Fallacy," The implication here is that men have nothing to add to the discussion. Ideas to reduce gender discrimination are independent of gender, that is, both men and women can have equally valid arguments.",,,,,
288,https://www.logicallyfallacious.com/logicalfallacies/If-By-Whiskey," This example is actually the origin of the fallacy, which refers to a 1952 speech by Noah S. “Soggy” Sweat, Jr., a young lawmaker from the U.S. state of Mississippi, on the subject of whether Mississippi should continue to prohibit (which it did until 1966) or finally legalize alcoholic beverages.  I think it is hilarious, so I am including it here in its entirety.My friends, I had not intended to discuss this controversial subject at this particular time. However, I want you to know that I do not shun controversy. On the contrary, I will take a stand on any issue at any time, regardless of how fraught with controversy it might be. You have asked me how I feel about whiskey. All right, here is how I feel about whiskey:
If when you say whiskey you mean the devil’s brew, the poison scourge, the bloody monster, that defiles innocence, dethrones reason, destroys the home, creates misery and poverty, yea, literally takes the bread from the mouths of little children; if you mean the evil drink that topples the Christian man and woman from the pinnacle of righteous, gracious living into the bottomless pit of degradation, and despair, and shame and helplessness, and hopelessness, then certainly I am against it.
But, if when you say whiskey you mean the oil of conversation, the philosophic wine, the ale that is consumed when good fellows get together, that puts a song in their hearts and laughter on their lips, and the warm glow of contentment in their eyes; if you mean Christmas cheer; if you mean the stimulating drink that puts the spring in the old gentleman’s step on a frosty, crispy morning; if you mean the drink which enables a man to magnify his joy, and his happiness, and to forget, if only for a little while, life’s great tragedies, and heartaches, and sorrows; if you mean that drink, the sale of which pours into our treasuries untold millions of dollars, which are used to provide tender care for our little crippled children, our blind, our deaf, our dumb, our pitiful aged and infirm; to build highways and hospitals and schools, then certainly I am for it.
This is my stand. I will not retreat from it. I will not compromise.
",If-By-Whiskey," This is an amazing insight into the human mind and the area of rhetoric.  We can see how when both sides of the issue are presented through the same use of emotionally charged words and phrases, the argument is really vacuous and presents very little factual information, nor does it even take a stance on the issue."," If you are serving as a moderator and need to remain neutral, plus want to add a little “spice” in the debate, this might be a good technique.","If you mean X, then (one-sided, loaded-language rant supporting side A).
If you mean Y, then (one-sided, loaded-language rant supporting side B).", A response to a question that is contingent on the questioner’s opinions and makes use of words with strong connotations.  This fallacy appears to support both sides of an issue -- a tactic common in politics.,,
289,https://www.logicallyfallacious.com/logicalfallacies/If-By-Whiskey," Having evaluated literally thousands of positions on God by people all over the belief spectrum, I thought I would create my own, “If-by-God” version of the argument, showing how carefully placed rhetoric can blur the line between the most perfect being imaginable and the most horrible being imaginable.
The question is, if God does exist, should we love him and worship him?  My position is clear, and I am not embarrassed to let the world know exactly how I feel.  So here it goes.
If by God you mean the great dictator in the sky, the almighty smiter, the God who created us with imperfections then holds us responsible for the imperfections, the God who took away paradise and eternal life from us because the first man and woman committed a “wrong” against God before they were capable of knowing right from wrong, the God who commanded his chosen people to utterly destroy every man, woman, and child in dozens of cities, the God who hardened hearts, killed first-borns, demanded blood sacrifices, commanded man to brutally kill other humans for “crimes” such as “not honoring your parents”, the God who destroyed virtually all living creatures on the planet, the God who would demand that his own son be brutally murdered to pay a debt to him, the God who allows children to be born with birth defects, die young, and get cancer, the God who continues to destroy using floods, hurricanes, and other natural disasters, the God who ignores the prayers of billions of his faithful followers, the God who allows a majority of his creation to suffer through unimaginable torture for all eternity in the fiery pits of Hell, then he is certainly not deserving of our love and worship.
But, if when you say God you mean the defender, the protector, creator of heaven and earth, the father of us all, the being of pure love, kindness, and everything good in the world, the God who led the Israelites from slavery to freedom, the one who looks after us all, the God who heals the sick in his son’s name, the God who gave us his perfect laws for our benefit, the God who loved us so much, that he sacrificed his only son so that we can be saved, the God who allows us to spend a blissful eternity with him and our loved ones, then certainly he is deserving of our love and worship.
This is my stand. I will not retreat from it. I will not compromise.Exception: If you are serving as a moderator and need to remain neutral, plus want to add a little “spice” in the debate, this might be a good technique.
Fun Fact: Reportedly, the example #1 speech took Sweat two and a half months to write.
References:
Brookes, T. (1979). Guitar: an American life. Grove Press.
Questions about this fallacy? Ask our community!
",If-By-Whiskey,,,,,,
290,https://www.logicallyfallacious.com/logicalfallacies/Illicit-Contraposition,"No Catholics are Jews.
Therefore, no non-Jews are non-Catholics. (contraposition)",Illicit Contraposition," By definition, no Catholics are Jews (using type “E” form here) -- clear enough.  Now let’s take the contraposition of that proposition by switching the placement of “Catholics” and “Jews”, and negating each, and we can see we have a false proposition.  “No non-Jews are non-Catholics” clearly does not mean the same thing as “No Catholics are Jews”.  In this example, the premise is true but the conclusion is false (I am a non-Jew and a non-Catholic, and statistically speaking, you probably are too.)"," None, but remember that the following type “A” and type “O” forms are valid",," A formal fallacy where switching the subject and predicate terms of a categorical proposition, then negating each, results in an invalid argument form.  The examples below make this more clear.  This is a fallacy only for type “E” and type “I” forms, or forms using the words “no” and “some”, respectively.",,
291,https://www.logicallyfallacious.com/logicalfallacies/Illicit-Contraposition,"Some dogs bark.
Therefore, some non-barking things are non-dogs. (contraposition)",Illicit Contraposition," We now see the type “I” form in action, stating, “Some” dogs bark.  This is true, but that really does not matter in determining what form of an argument is valid or not.  The conclusion, “some non-barking things are non-dogs” is also a true statement (my toothbrush, which is a non-dog, does not bark), but this does not matter either.  What does matter, is that it does not logically follow.  Don’t be misled by truth!  Focus on the form of the argument.  If we substitute other terms we can see the fallacy more clearly",,,,,
292,https://www.logicallyfallacious.com/logicalfallacies/Illicit-Major,"All hotdogs are fast food.
No hamburgers are hotdogs.
Therefore, no hamburgers are fast food.",Illicit Major," In our example, the major term is “fast food”, because it is the term that appears in the major premise (first premise) as the predicate and in the conclusion.  As such, in this position, it is “undistributed”.", None.,"All A are B.
No C are A.
Therefore, no C are B."," Any form of a categorical syllogism in which the major term is distributed in the conclusion, but not in the major premise.",, illicit process of the major term)
293,https://www.logicallyfallacious.com/logicalfallacies/Illicit-Major,"All Jim Carrey movies are hilarious.
No horror movies are Jim Carrey movies.
Therefore, no horror movies are hilarious.",Illicit Major," In our example, the major term is “hilarious”, because it is the term that appears in the major premise (first premise) as the predicate and in the conclusion.  As such, in this position, it is “undistributed”.",,,,,
294,https://www.logicallyfallacious.com/logicalfallacies/Illicit-Minor,"All Catholics are Christian.
All Christians are Jesus lovers.
Therefore, all Jesus lovers are Catholic.",Illicit Minor," In our example, the minor term is “Jesus lovers” because it is the term that appears in the minor premise (second premise) as the predicate and in the conclusion.  As such, in this position, it is “undistributed”.", None.,"All A are B.
All B are C.
Therefore, all C are A."," Any form of a categorical syllogism in which the minor term is distributed in the conclusion, but not in the minor premise.",, illicit process of the minor term)
295,https://www.logicallyfallacious.com/logicalfallacies/Illicit-Minor,"All Paul Newman movies are great.
All great movies are Oscar winners.
Therefore, all Oscar winners are Paul Newman movies.",Illicit Minor," In our example, the minor term is “Oscar winners” because it is the term that appears in the minor premise (second premise) as the predicate and in the conclusion.  As such, in this position, it is “undistributed”.",,,,,
296,https://www.logicallyfallacious.com/logicalfallacies/Illicit-Substitution-of-Identicals,"The lady in the pink dress is Julia Roberts.
The reporter thinks the lady in the pink dress drives a Prius.
Therefore, the reporter thinks Julia Roberts drives a Prius.Example #2:
The lady in the pink dress is Julia Roberts.
The reporter thinks Julia Roberts drives a Prius.
Therefore, the reporter thinks the lady in the pink dress drives a Prius.
",Illicit Substitution of Identicals,," Technically, none, but here is the above example #1 using Leibniz’ Law, with no fallacy",, A formal fallacy due to confusing the knowing of a thing (extension) with the knowing of it under all its various names or descriptions (intension).,," hooded man fallacy, masked man fallacy, intensional fallacy)"
297,https://www.logicallyfallacious.com/logicalfallacies/Illicit-Substitution-of-Identicals,"The lady in the pink dress is Julia Roberts.
The reporter thinks Julia Roberts drives a Prius.
Therefore, the reporter thinks the lady in the pink dress drives a Prius.",Illicit Substitution of Identicals," The examples used are just two different logical forms of the same fallacy.  Because the reporter, “thinks” the statement is made in an intensional context, we cannot switch the terms.  However, if we were to keep the premises in an extensional context, we could get away with switching the terms.  This would be a valid logical argument form known as Leibniz’ Law.",,,,,
298,https://www.logicallyfallacious.com/logicalfallacies/imposter-fallacy.html,"Frieda Freestuff: I can’t believe you support Trump. Didn’t you see the Trump rally with the group of supporters holding up signs for “White Power?” Do you really want to be associated with that message?
Garry Godznguns: Those aren’t Trump supporters; they are liberals pretending to be Trump supporters just to make Trump supporters look bad.
Frieda Freestuff: It’s working.
",Imposter Fallacy," There is no question that imposters exist. It is not uncommon that political rivals will pretend to be the worst of the other group with the goal of damaging the other group’s reputation. The problem here is that Garry Godznguns has no evidence to back up his claim, and there is plenty of evidence to the contrary that white supremacists and white nationalists overwhelmingly support Trump."," This is a fallacy contingent upon evidence. If enough evidence exists that the majority of the group outliers in question are imposters, then there is no fallacy.","Group A comprises members X,Y, and Z who act in a way that damages group A’s reputation.
Person 1 suggests or claims, with insufficient evidence, that members X,Y, and Z are actually part of Group B who are there to make Group A look bad."," When one suggests or claims, with insufficient evidence, that the group outliers who are viewed as damaging to the group are primarily made up of infiltrators of another group with the purpose of making the infiltrated group look bad.
This is similar to the nutpicking fallacy in that the group outliers and the “nuts” are equally as embarrassing or damaging to the group, but with the imposter fallacy, the outliers are claimed to be actors or imposters. This is also similar to the no true Scotsman fallacy in that a foundational claim is that no “true” group member would act in this way, so they must be an imposter.",,
299,https://www.logicallyfallacious.com/logicalfallacies/imposter-fallacy.html,"Peter Procops: I can’t believe you support these protests. People are being injured and killed. Property is being destroyed. Stores are being looted. Our city looks like a war zone!
Patricia Defunddapopo: The protesters are peaceful and lawful. It was just on the news that a guy they arrested for vandalism was a white nationalist who admitted vandalizing to make the protesters look bad.
Peter Procops: It’s working.
",Imposter Fallacy," While it is true that the guy arrested was a white nationalist who admitted vandalizing to make the protesters look bad, this was one case out of thousands. There is video documentation of known activists advocating for looting, vandalism, and even arson. The evidence strongly suggests the majority of destruction is not due to the imposters.",,,,,
300,https://www.logicallyfallacious.com/logicalfallacies/Incomplete-Comparison,"One of my favorite candies, Raisinets, advertises on their package that the product contains 40% less fat. In fairness, they do have an asterisk then in much smaller writing, ""than the leading candy bar.""",Incomplete Comparison," The question is, ""40% less fat than what?"" The hope is that most people won't read the fine print and make their own assumptions. ""Oh, this candy bar has 40% less fat than this apple!"""," The terminology used has to be a comparison word or phrase. For example, saying ""Bo Rocks!"" is great. Not just because I do rock (not musically), but because ""rocks"" is not a comparison word. There is a complete assertion. Another exception is when the object of comparison is assumed. For example, ""Johnny, you need to better in school."" Clearly, the implication here is that Johnny needs to improve, that is, do better than he did in the past.","X is said to be superior, but to nothing specifically.", An incomplete assertion that cannot possibly be refuted. This is popular in advertising.,,
301,https://www.logicallyfallacious.com/logicalfallacies/Incomplete-Comparison,Our widgets cost less and last longer!,Incomplete Comparison," Cost less than what? Last longer than what? By not specifically saying ""our competition"" they cannot get in trouble when a competitor shows that their product actually costs less and last longer.",,,,,
302,https://www.logicallyfallacious.com/logicalfallacies/Inconsistency,"""I never said most of the things I said."" - Yogi Berra",Inconsistency," I know this requires no explanation, and I don't mean to insult your intelligence, but for consistency's sake, I will explain.  If he had said those things, then he said them, which is a contradiction to his claim that he never said them. This is both an internal inconsistency and a logical inconsistency. It is internal because the inconsistency is contained within the statement itself; it doesn't require any other premises or arguments.", One needs to be able to explain how the beliefs are not inconsistent.,"Proposition 1 is logically inconsistent with proposition 2.
Proposition 1 and proposition 2 are both asserted or implied to be true."," In terms of a fallacious argument, two or more propositions are asserted that cannot both possibly be true.  In a more general sense, holding two or more views/beliefs that cannot all be true together.  Quotes from Yogi Berra (even if apocryphal) are great examples of fallacies, especially inconsistencies.",," internal contradiction, logical inconsistency)"
303,https://www.logicallyfallacious.com/logicalfallacies/Inconsistency,"""Nobody goes there anymore.  It's too crowded."" - Yogi Berra",Inconsistency," Again, I apologize, but here it goes... If ""nobody"" went there, then it could not possibly be crowded, since ""crowded"" implies too many people are there. This is both an internal inconsistency and a logical inconsistency.",,,,,
