Source URL,"Logical Fallacy Types
Key separators: "" & "" to connect multiple logical fallacies, 
"" > "" to connect hierarchies of logical fallacy types, and 
"" / "" to connect synonyms of each other",Sentence (or small snippets of text),Explanations,Logical Form,Definition
https://www.thoughtco.com/post-hoc-fallacy-1691650,Post hoc,"The report suggests that 'the rise in violent offending and the explosion in the sales of iPods and other portable media devices is more than coincidental,' and asks, rather provocatively, 'Is There an iCrime Wave?' The report notes that nationally, violent crime fell every year from 1993 to 2004, before rising in 2005 and 2006, just as 'America’s streets filled with millions of people visibly wearing, and being distracted by, expensive electronic gear.'",,,
https://www.thoughtco.com/what-is-a-converse-error-3126461,Converse Error,"If I eat fast food for dinner, then I have a stomach ache in the evening. I had a stomach ache this evening. Therefore I ate fast food for dinner.",,,
https://www.thoughtco.com/what-is-a-converse-error-3126461,Converse Error,"If Joe robbed a bank then he has a million dollars. Joe has a million dollars, so Joe robbed a bank.",,,
https://www.thoughtco.com/circular-reasoning-petitio-principii-1689842,Circular Reasoning,President Reagan was a great communicator because he had the knack of talking effectively to the people.,"The terms in the beginning of the sentence (great communicator) and the end of the sentence (talking effectively) are interchangeable.""",,
https://www.thoughtco.com/circular-reasoning-petitio-principii-1689842,Circular Reasoning,"Only a mentally ill person would kill someone, so anyone who kills someone is automatically mentally ill.",,,
https://www.thoughtco.com/circular-reasoning-petitio-principii-1689842,Circular Reasoning,"we can't have the public option, because if we do, health care reform won't get the votes of senators like him.",,,
https://www.thoughtco.com/circular-reasoning-petitio-principii-1689842,Circular Reasoning,"Ralph Nader and Pat Buchanan are banging at the doors, and the political establishment, consisting of both politicians and the media, seems determined not to let them in on the grounds that they have no public support.","This is a circular argument; one of the reasons they have so little support is that they are generally ignored by the press and will most likely be barred from the presidential debates, which require a base support of 15 percent of the electorate.",,
https://www.thoughtco.com/hasty-generalization-fallacy-1690919,hasty generalization,"It was a rainy day in Harvard Square, so the foot traffic through the atrium from Mass Ave to Mount Auburn Street was heavier than it might have been if the sun were out. A lot of people were carrying umbrellas, which most of them furled inside. I had always thought that Cambridge, in the vicinity of Harvard, might have had the most umbrellas per capita of any place in the world. People used them when it snowed. In my childhood, in Laramie, Wyoming, we used to think people who carried umbrellas were sissies.",,,
https://www.thoughtco.com/hasty-generalization-fallacy-1690919,hasty generalization,"Three congressional representatives have had affairs. Therefore, members of Congress are adulterers.","The conclusion is based on limited evidence, so the conclusion is hasty and fallacious.",,
https://www.thoughtco.com/hasty-generalization-fallacy-1690919,hasty generalization,"An environmental group illegally blocked loggers and workers at a nuclear plant. Therefore, environmentalists are radicals who take the law into their own hands.","The conclusion is based on limited evidence, so the conclusion is hasty and fallacious.",,
https://www.thoughtco.com/slippery-slope-logical-fallacy-1692105,slippery slope,Allowing gay marriage puts us on the way to polygamy and bestiality,,,
https://www.thoughtco.com/slippery-slope-logical-fallacy-1692105,slippery slope,gun registration would start us sliding into the unconstitutional morass of universal arms confiscation.,,,
https://www.thoughtco.com/slippery-slope-logical-fallacy-1692105,slippery slope,"An NSA whistle-blower, William Binney, said last week that the agency’s surveillance activities put us on 'a slippery slope toward a totalitarian state'",,,
https://www.thoughtco.com/slippery-slope-logical-fallacy-1692105,slippery slope,"President Obama’s decision to arm Syrian rebels, however meagerly, has all but doomed us to an Iraq-style debacle",,,
https://www.thoughtco.com/slippery-slope-logical-fallacy-1692105,slippery slope,Decriminalizing marijuana turns the U.S. into a stoner nation,,,
https://www.thoughtco.com/slippery-slope-logical-fallacy-1692105,slippery slope,sending M-16s to Syrian rebels inevitably mean boots on the ground in Damascus.,,,
https://www.thoughtco.com/slippery-slope-logical-fallacy-1692105,slippery slope,"I hope the art mural at 34th and Habersham will not be allowed. You open the gate for one, you open it for all and you'll have it all over the city. A person wanting to paint on buildings is nothing more than upscale graffiti. More than likely it will go too far.",,,
https://www.thoughtco.com/slippery-slope-logical-fallacy-1692105,slippery slope,"If voluntary euthanasia were to be legalized it would prove impossible to avoid the legislation, or, at least, toleration, of non-voluntary euthanasia. Even if the former can be justified, the latter clearly cannot. Hence, it is better that the first step (legalizing voluntary euthanasia) not be taken so as to prevent a slide into non-volunteer euthanasia.",,,
https://www.thoughtco.com/red-herring-logic-and-rhetoric-1692028,red herring,"In the space of a couple of days, Alastair Campbell has managed to turn an argument about the way the government presented its case for war in Iraq into an entirely different dispute about the way the BBC covered what was going on in Whitehall at the time.","What Mr. Campbell has achieved is largely a classic use of a very pungent red herring. The BBC's reporting, though important, is not in fact the real issue; that is the strength of the case for action against Iraq. ",,
https://www.thoughtco.com/red-herring-logic-and-rhetoric-1692028,red herring,I'd also like you to consider the possibility that these people intend to attack both Mandela and myself. That doesn't mean I'm excluding the possibility that it really is Mandela these lunatics are after. I just want you to think critically about what you are doing. Pieter van Heerden was murdered. That means there are eyes and ears everywhere. Experience has taught me that red herrings are an important part of intelligence work. Do you follow me?,"Here, red herrings are used to distract and mislead. The perpetrator of the crime, perhaps the murderer, lays out false leads (red herrings) to throw the police off their tracks.",,
https://www.thoughtco.com/red-herring-logic-and-rhetoric-1692028,red herring,"""'What about Red Herring, ma'am?''

""'I'm not sure. Is Red Herring a red herring? Or is it the fact that we're meant to think Red Herring is a red herring that is actually the red herring?'

""'Or perhaps the fact you're meant to think Red Herring isn't a red herring is what makes Red Herring a red herring after all.'

""'We're talking serious metaherrings here.'"" ","Here, Fforde takes the notion of a red herring and uses it in a detective mystery novel, but with a twist: Fforde's book is one of a series of humorous detective novels that follows the exploits of its protagonist, a detective named Thursday Next. This book, and Fforde's series, is a parody of the genre of classic, hard-boiled detective novels. Not surprisingly, then, Fforde takes one of the main plot elements of the detective thriller, the red herring, and turns it on its head, poking fun at it to the point that the very term red herring is in itself a red herring, a false clue (or series of false clues), throwing the reader completely off course.",,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,A is true because A is true.,,,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"You should drive on the right side of the road because that is what the law says, and the law is the law.","Driving on the right side of the road is mandated by law (in some countries, that is) - so when someone questions why we should do that, they are questioning the law. But if we offer reasons to follow this law and say ""because that is the law,"" we are begging the question. We are assuming the validity of what the other person was questioning in the first place.",,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,Affirmative Action can never be fair or just. You cannot remedy one injustice by committing another.,,,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"A is true because B is true, and B is true because A is true.",,,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"A is true because B is true, and B is true because C is true, and C is true because A is true.",,,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"It says in the Bible that God exists. Since the Bible is God's word, and God never speaks falsely, then everything in the Bible must be true. So, God must exist.","If the Bible is God's word, then God exists (or at least did exist at one time). However, because the speaker is also claiming that the Bible is God's word, the assumption is made that God exists to demonstrate that God exists.",,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"The Bible is true because God exists, and God exists because the Bible says so.",,,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"The universe has a beginning. Every thing that has a beginning has a cause. Therefore, the universe has a cause called God.",,,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"The universe has a beginning. Every thing that has a beginning has a cause. Therefore, the universe has a cause called God.","This assumes (begs the question) two things: first, that the universe does indeed have a beginning and second, that all things that have a beginning have a cause. Both of these assumptions are at least as questionable as the point at hand: whether or not there is a god.",,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"We know God exists because we can see the perfect order of His Creation, an order which demonstrates supernatural intelligence in its design.","This is a common religious argument which begs the question in a slightly more subtle way. The conclusion, God exists, is based upon the premise that we can see intelligent design in the universe. But the existence of intelligent design itself assumes the existence of a designer - that is to say, a god. A person making such an argument must defend this premise before the argument can have any force.",,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"After years of ignoring God, people have a hard time realizing what is right and what is wrong, what is good and what is bad.","In arguing that nonbelievers are not as moral as believers, it is assumed that a god exists and, more importantly, that a god is necessary for, or even relevant to, the establishment of norms of right and wrong. Because these assumptions are critical to the discussion at hand, the arguer is begging the question.",,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"Murder is morally wrong. Therefore, abortion is morally wrong.","The argument presumes the truth of a premise that isn't stated: that abortion is murder. As this premise is far from obvious, is closely related to the point in question (is abortion immoral?), and the arguer doesn't bother mentioning it (much less support it), the argument begs the question.",,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"In arguing that abortion is not really a private moral matter, Fr. Frank A. Pavone, National Director Priests for Life, has written that ""Abortion is our problem, and the problem of every human being. We are one human family. Nobody can be neutral on abortion. It involves the destruction of an entire group of human beings!""","This example has a similar problem, but with a different issue. Here, the arguer is assuming that capital punishment serves as any deterrent in the first place. This may be true, but it is at least as questionable as the idea that it is even moral. Because the assumption is unstated and debatable, this argument also begs the question.",,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,Executions are moral because we must have a death penalty to discourage violent crime.,"This might normally be considered an example of a Genetic Fallacy - an ad hominem fallacy which involves the rejection of an idea or argument because of the nature of the person presenting it. And indeed, this is an example of that fallacy, but it is also more.",,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,You would think that taxes should be lowered because you are a Republican [and therefore your argument about taxes should be rejected].,,,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,Free trade will be good for this country. The reason is patently clear. Isn't it obvious that unrestricted commercial relations will bestow on all sections of this nation the benefits which result when there is an unimpeded flow of goods between countries?,"The argument presented in this example is a little bit more like the way the fallacy appears typically in reality because most people are smart enough to avoid stating their premises and conclusions in the same manner. In this case, ""unrestricted commercial relations"" is simply a long way of stating ""free trade"" and the rest of what follows that phrase is an even longer way of saying ""good for this country.""",,
https://www.thoughtco.com/begging-the-question-petitio-principii-250337,Circular reasoning,"What I do know is that if a dirty bomb goes off on Wall Street and the winds are blowing this way, then I and much of this part of Brooklyn are possibly toast. Is that worth possible violations of the rights of some psycho-violent street thug? To me it is.","Al-Muhajir was declared an ""enemy combatant,"" which meant that the government could remove him from civil judicial oversight and no longer had to prove in an impartial court that he was a threat. Of course, incarcerating a person is only a valid means of protecting citizens if that person is, in fact, a threat to people's safety. Thus, the above statement commits the fallacy of Begging the Question because it assumes that al-Muhajir is a threat, exactly the question which is at issue and exactly the question which the government took steps to ensure was not answered.",,
https://www.thoughtco.com/complex-question-fallacy-1689890,loaded question,Have you stopped beating your wife?,,,
https://www.thoughtco.com/complex-question-fallacy-1689890,loaded question,Let's talk about Glaucon. Where did you get the poison you used on him?,,,
https://www.thoughtco.com/complex-question-fallacy-1689890,loaded question,What drugs were you on?,,,
https://www.thoughtco.com/complex-question-fallacy-1689890,loaded question,Did the pollution you caused increase or decrease your profits?,,,
https://www.thoughtco.com/complex-question-fallacy-1689890,loaded question,Did your misleading claims result in you getting promoted?,,,
https://www.thoughtco.com/complex-question-fallacy-1689890,loaded question,Is your stupidity inborn?,,,
https://www.thoughtco.com/complex-question-fallacy-1689890,loaded question,Did John ever give up his bad habits?,,,
https://www.thoughtco.com/complex-question-fallacy-1689890,loaded question,Are you still a heavy drinker?,,,
https://www.thoughtco.com/complex-question-fallacy-1689890,loaded question,What did you use to wipe your fingerprints from the gun?,,,
https://www.thoughtco.com/complex-question-fallacy-1689890,loaded question,Have you stopped cheating on exams?,,,
https://www.thoughtco.com/complex-question-fallacy-1689890,loaded question,Where did you hide the marijuana you were smoking?,,,
https://www.thoughtco.com/false-analogy-fallacy-1690850,false analogy,"There are seven windows given to animals in the domicile of the head: two nostrils, two eyes, two ears, and a mouth...From this and many other similarities in Nature, too tedious to enumerate, we gather that the number of planets must necessarily be seven.",,,
https://www.thoughtco.com/false-analogy-fallacy-1690850,false analogy,a mad scientist builds a rocket to the sun but plans to embark at night to avoid being cremated.,"Here a false analogy is created between the sun and a light bulb, suggesting that when the sun is not shining it is not 'turned on,' and hence, not hot.",,
https://www.thoughtco.com/false-analogy-fallacy-1690850,false analogy,"the analogy 'animal Auschwitz,' which compares the treatment of animals to the treatment of Jews, gays and other groups during the Nazi era.","Arguably, the treatment of animals is terrible in some cases, but it is arguably different in degree and kind from what happened in Nazi Germany.",,
https://www.thoughtco.com/false-analogy-fallacy-1690850,false analogy,"surgeons have X-rays to guide them during an operation, lawyers have briefs to guide them during a trial, carpenters have blueprints to guide them when they are building a house. Why, then, shouldn’t students be allowed to look at their textbooks during an examination?","the argument is all wrong. Doctors, lawyers, and carpenters aren’t taking a test to see how much they have learned, but students are. The situations are altogether different, and you can’t make an analogy between them",,
https://www.thoughtco.com/tu-quoque-logical-fallacy-1692568,Tu Quoque,"Wilma: You cheated on your income tax. Don't you realize that's wrong
Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?","Walter may be correct in his counter-accusation, but that does not show that Wilma's accusation is false.",,
https://www.thoughtco.com/tu-quoque-logical-fallacy-1692568,Tu Quoque,"Recently, we highlighted a British journalist’s story about the underside of Dubai’s startling ascent. Some in Dubai called foul, including one writer who wants to remind Britons that their own country has a dark side. After all, what to think of a country in which one-fifth of the population lives in poverty?",,,
https://www.thoughtco.com/tu-quoque-logical-fallacy-1692568,Tu Quoque,"Mother: You should stop smoking. It's harmful to your health.
Daughter: Why should I listen to you? You started smoking when you were 16!","Here, the daughter commits the tu quoque fallacy. She dismisses her mother's argument because she believes her mother is speaking in a hypocritical manner. While the mother may indeed be inconsistent, this does not invalidate her argument.",,
https://www.thoughtco.com/ad-hominem-fallacy-1689062,Ad Hominem,"during the presidential campaign of 1800, John Adams was called 'a fool, a gross hypocrite and an unprincipled oppressor.' His rival, Thomas Jefferson, on the other hand, was deemed 'an uncivilized atheist, anti-American, a tool for the godless French.'",,,
https://www.thoughtco.com/ad-hominem-fallacy-1689062,Ad Hominem,"Now you tell me she looks presidential, folks. I look presidential",,,
https://www.thoughtco.com/ad-hominem-fallacy-1689062,Ad Hominem,That's what you'd expect someone like him/her to say,,,
https://www.thoughtco.com/ad-hominem-fallacy-1689062,Ad Hominem,a movie reviewer who dislikes a Tom Cruise movie because of the actor's religion and tries to impose negative bias in the audience members' minds before they see the film.,His religious affiliation is completely unrelated to his acting ability or whether the movie is entertaining.,,
https://www.centrallakesclinic.biz/psychotherapy/mistaking-deductive-validity-for-truth.html,Mistaking Deductive Validity for Truth,"I just read a book that proves that that book's author can have sex with his clients without causing any harm. He has done research with his own clients, kept careful records, and even interviewed them. His statistical analysis shows that the clients he has sex with are no worse off—and some may be significantly better off—than the clients he doesn't have sex with. He even has a chart showing how safe, ethical, and clinically helpful it can be to have sex with a client as long as it is done carefully and in accordance with his decision rules. Who am I to argue with scientific proof like that?",,,
https://www.centrallakesclinic.biz/psychotherapy/golden-mean-fallacy.html,Golden Mean,"In our psychology department, half of the faculty believe that the new assistant professor shows serious problems in the area of ethics. The other half believe that the new faculty member shows no problems in the area of ethics. Obviously the new professor shows mild to moderate problems in the area of ethics.",,,
https://www.centrallakesclinic.biz/psychotherapy/red-herring.html,Red Herring,"Some of you have objected to the ethics of my clinic's buying those new test batteries. You claim that the new tests are unreliable, have no published norms, have never demonstrated validity, cannot be used by clients who are physically disabled, have been condemned as bogus by every major scientific organization, and were developed and sold by my brother-in-law, who unfortunately cannot be with us today due to a misunderstanding with his overly controlling and rigidly judgmental parole officer. What you have apparently failed to appreciate, however, is that these new tests are much easier to learn, can be administered and scored in a fraction of the time required by the old tests, and were so inexpensive compared to the old tests that I'll be able to give you each a bonus at the end of the month.",,,
https://www.centrallakesclinic.biz/psychotherapy/post-hoc-ergo-propter-hoc-after-this-therefore-on-account-of-this.html,Post Hoc Ergo Propter Hoc,"My new way of obtaining informed consent helps prevent dropouts. I chose the three therapists in our clinic who had the highest dropout rates and taught them my new informed consent procedure. The first month that they started using it, all three had significantly lower dropout rates.",,,
https://www.centrallakesclinic.biz/psychotherapy/begging-the-question-petitio-principii.html,loaded question,Has your clinic stopped those unethical practices yet?,the question assumes—and a yes or no response to the question affirms—that the practices are unethical,,
https://www.centrallakesclinic.biz/psychotherapy/begging-the-question-petitio-principii.html,loaded question,Why must you always take such a stupid and uninformed approach to ethics?,the question assumes that the approaches are always stupid and uninformed,,
https://www.centrallakesclinic.biz/psychotherapy/begging-the-question-petitio-principii.html,circular reasoning,My way of responding to difficult patients is by far the most ethical because no other way is so ethical and it is the only way that is completely ethical.,,,
https://www.centrallakesclinic.biz/psychotherapy/appeal-to-ignorance-ad-ignorantium.html,Appeal to Ignorance,"In the four years that I have been marketing my new and improved brand of past-life regressive biocognitive astral-projective hyperaffective-hypnotic-teleological-metatherapy (buy ten sessions and the next one is free!), not one person has proved it is worthless or that I am unethical for providing a therapy I just made up one day when I realized that no one was referring clients to me anymore. That makes clear what a worthwhile therapy this is and how exceptionally ethical I am to provide it.",,,
https://www.centrallakesclinic.biz/psychotherapy/composition-fallacy.html,Composition Fallacy,"There are so many experiences in the human realm that are wonderful. Sexual intimacy between two willing adults who love each other is wonderful. A therapist helping a client is wonderful. When the relationship between a therapist and client is so deep that it could be characterized as love, it's wonderful. When all these acts become part of one process between two people, it must be exceptionally wonderful. How could anyone condemn such a wonderfully human process as unethical?",,,
https://en.wikipedia.org/wiki/List_of_fallacies#References,Begging the question,smoking cigarettes is deadly because cigarettes can kill you,,,
https://en.wikipedia.org/wiki/List_of_fallacies#References,Begging the question,something that kills is deadly,,,
https://en.wikipedia.org/wiki/List_of_fallacies#References,Circular reasoning,all bachelors are unmarried males,,,
https://quizizz.com/admin/quiz/61291a518d10ad001d97f8fb/persuasive-media-techniques,glittering generalities,"company's slogan ""Eat Fresh.""",,,
https://quizizz.com/admin/quiz/61291a518d10ad001d97f8fb/persuasive-media-techniques,glittering generalities,"company's slogan ""Expect More. Pay Less.""",,,
https://quizizz.com/admin/quiz/5ac39bcb628c3d001976ea86/al-gore-nobel-speech-lightning-round-review,appeal to reason,"""It is not unreasonable to ask, given the gravity of our circumstances, that the heads of state meet every three months until the treaty is completed.""",,,
https://quizizz.com/admin/quiz/5c003179473294001ae2ba6a/faulty-logic,slippery slope,"First we handed out I-pads, now we use Quizizz, next we'll have robot subs!",,,
https://quizizz.com/admin/quiz/5f9314b3c429c4001bff5918/logical-fallacies-quiz-review,"Post hoc, ergo propter hoc","Joe eats horribly; therefore, his heart attack was caused by his eating habits.",,,
https://www.logicallyfallacious.com/logicalfallacies/Wishful-Thinking,Wishful Thinking,I know in my heart of hearts that our home team will win the World Series.,"No, you don’t know that, and what the heck is your “heart of hearts” anyway? This is classic wishful thinking -- wanting the home team to win so pretending that it is/has to be true.",,
https://www.logicallyfallacious.com/logicalfallacies/Wishful-Thinking,Wishful Thinking,"I believe that when we die, we are all given new, young, perfect bodies, and we spend eternity with those whom we love. I can’t imagine the point of life if it all just ends when we die!","The fact that one doesn’t like the idea of simply not existing is not evidence for the belief. Besides, nobody seemed to mind the eternity they didn’t exist before they were born.",,
https://www.logicallyfallacious.com/logicalfallacies/Willed-Ignorance,Willed Ignorance,"I don’t want anything coming in the way of me and my beliefs; therefore, I will only socialize with people who share my beliefs.",This is a common form of the fallacy -- excluding oneself from society as a whole to smaller subgroups where the same general opinions are shared.,,
https://www.logicallyfallacious.com/logicalfallacies/Willed-Ignorance,Willed Ignorance,"Carl: Exercise causes cancer.
Janet: That is not true. I have mountains of evidence I can show you that demonstrates the opposite.
Carl: You keep your exercise propaganda to yourself. I know what I know. Now if you will excuse me, I have to binge watch Baywatch.","Carl is blissfully ignorant in his belief that allows him to avoid the wonderful pain of exercise. Perhaps Carl does suspect that he is wrong, but feels he does not have to change his belief until he is proven wrong. Thus, he will not allow Janet the opportunity to prove him wrong.",,
https://www.logicallyfallacious.com/logicalfallacies/Weak-Analogy,Weak Analogy,"Not believing in the literal resurrection of Jesus because the Bible has errors and contradictions, is like denying that the Titanic sank because eye-witnesses did not agree if the ship broke in half before or after it sank.","This is an actual analogy used by a Christian debater (one who usually appears to value reason and logic).  There are several problems with this analogy, including:

The Titanic sank in recent history
We know for a fact that the testimonies we have are of eye-witnesses
We have physical evidence of the sunken Titanic",,
https://www.logicallyfallacious.com/logicalfallacies/Weak-Analogy,Weak Analogy,Believing in the literal resurrection of Jesus is like believing in the literal existence of zombies.,"This is a common analogy used by some atheists who argue against Christianity.  It is a weak analogy because:

Jesus was said to be alive not just undead
If God is assumed, then God had a reason to bring Jesus (himself) back—no such reason exists for zombies
Zombies eat brains, Jesus did not (as far as we know)",,
https://www.logicallyfallacious.com/logicalfallacies/Use-Mention-Error.html,Use-Mention Error,My son is made up of five letters.,,,
https://www.logicallyfallacious.com/logicalfallacies/Use-Mention-Error.html,Use-Mention Error,"Tyrone: I am a sophisticated word genius.
Suzie: Prove it. Define some.
Tyrone: An unspecified amount or number of. Proven!
",,,
https://www.logicallyfallacious.com/logicalfallacies/Use-Mention-Error.html,Use-Mention Error,"Many podcast hosts, journalists, and other public figures who discuss issues of race have got themselves in serious trouble by reporting on people who use the “N-word,” by actually using the word themselves (I won’t use it here because I don’t want to be one of those casualties). This is because a small, but vocal, group view the mention of the word as nefarious as the use of the word, when the two are substantially different.","Suzie meant to “define some words” but Tyrone defined the word “some.” Tyrone thinks he won the exchange but he did not really define any sophisticated words.
",,
https://www.logicallyfallacious.com/logicalfallacies/Unwarranted-Contrast,Unwarranted Contrast,"Some atheists are human.

Therefore, some atheists are not human.","This might be the case, but we cannot logically imply that this is the case because the use of “some” does not logically imply that it does not mean “all”.  In everyday use, “some” does implicate “not all”, that is why this is fallacious and could be used to deceive without technically lying.",,
https://www.logicallyfallacious.com/logicalfallacies/Unwarranted-Contrast,Unwarranted Contrast,"Some Christians are not Jews.

Therefore, some Christians are Jews.","Just because we stated that some Christians are not  Jews, does not mean we can logically conclude that some Christians are Jews.  While we may implicate it, the statement does not imply it.",,
https://www.logicallyfallacious.com/fallacies/unreasonable-inclusion-fallacy.html,Unreasonable Inclusion Fallacy,"Tony does not agree that every black person in America should be compensated financially for the history of slavery. Therefore, Tony is a racist.","The term ""racist"" is an extremely pejorative term that has traditionally been associated with those holding beliefs of racial supremacy—the belief that one's race is superior to other races. By expanding the definition to include ""those who don't agree with policies that benefit another race,"" we fallaciously equate the behavior with the label's or the group's far more malicious roots. Not only does this unreasonably characterize the person who is against the policy, but it also waters down the meaning of ""racist"" to the point where traditional racists are unreasonably seen more favorably because the term ""racism"" has been expanded to include a spectrum of far less malicious behaviors.",,
https://www.logicallyfallacious.com/fallacies/unreasonable-inclusion-fallacy.html,Unreasonable Inclusion Fallacy,"Suzie and Patty went on a date. Patty told herself and her friends that she was not going to have sex on the first date, but she did anyway because she was caught up in the moment. The next day, Patty said that Suzie was very seductive, and Patty couldn't resist her advances. Patty's friends convince her that she was raped.
","Patty's friends' goal was to show sympathy to Patty. They did this by giving her victim status and criminalizing Suzie's behavior by unreasonably viewing Suzie as a ""rapist."" Universally, if Suzie's behavior is accepted as ""rape,"" the definition has radically changed, which not only demeans victims of ""traditional"" rape by associating them with those who were seduced by their date but conflates actual rapists with those who are just seductive.",,
https://www.logicallyfallacious.com/fallacies/unreasonable-inclusion-fallacy.html,Unreasonable Inclusion Fallacy,"Ricardo had a hamburger for lunch. Antonio, Ricardo's vegan friend, argues that he is a murderer.","""Murder"" is traditionally defined as the unlawful killing of another human being. A cow isn't a human being, killing a cow isn't unlawful, and Ricardo didn't kill the cow he ate. It is unreasonable to put Ricardo, a guy who at a hamburger, in the same category as Jeffrey Dahmer, a guy who ate his human victims he killed. Antonio is using the term ""murderer"" in a fallacious attempt to associate a similar level of malice with Ricardo's behavior.",,
https://www.logicallyfallacious.com/logicalfallacies/Unfalsifiability,Unfalsifiability,"I have tiny, invisible unicorns living in my anus. Unfortunately, these cannot be detected by any kind of scientific equipment.","While it may actually be a fact that tiny, invisible, mythological creatures are occupying this person’s opening at the lower end of the alimentary canal, it is a theory that is constructed so it cannot be falsified in any way; therefore, should not be seriously considered without significant evidence.",,
https://www.logicallyfallacious.com/logicalfallacies/Unfalsifiability,Unfalsifiability,Priests can literally turn wine into the blood of Jesus.,"Surely, we can examine the liquid and see if it at least changes chemically, can we not?  No.  Because transubstantiation is not about a physical or chemical change, but a change in “substance” -- which, of course, is not a material change and, therefore, impossible to falsify.  Furthermore, the claim is not that it “might be” happening, but it certainly is happening, adding to the fallaciousness of the claim.  The only evidence for this is some ambiguous verses in the Bible -- so ambiguous that over a billion Christians don’t subscribe to the belief that transubstantiation occurs.  So we have unfalsifiability, belief of certainty, and very weak evidence.",,
https://www.logicallyfallacious.com/logicalfallacies/Type-Token-Fallacy,Type-Token Fallacy,"Salesperson: Toyota manufactures like four dozens of cars, so if you don't like this one you can see others.
Prospect: I would have guessed they made closer to millions of cars.","The salesperson was referring to the different types of cars (models) Toyota makes, not how many instances (or tokens) of each car were manufactured. By not specifically stating ""types of cars"" or ""models,"" the statement was ambiguous and unnecessarily confusing.",,
https://www.logicallyfallacious.com/logicalfallacies/Type-Token-Fallacy,Type-Token Fallacy,"Greg: I have the same suit as George Clooney.
Tim: Do you guys take turns wearing it?","Greg means that he had the same type of suit as George Clooney. Tim was probably being a smart-ass with his response, but in case he wasn’t, he confused the type with the token (that unique suit).",,
https://www.logicallyfallacious.com/logicalfallacies/Two-Wrongs-Make-a-Right,Two Wrongs Make a Right,"Jimmy stole Tommy’s lunch in the past.

Therefore, it is acceptable for Tommy to steal Jimmy’s lunch today.

","It was wrong for Jimmy to steal Tommy’s lunch, but it is not good reasoning to claim that Tommy stealing Jimmy’s lunch would make the situation right. What we are left with, are two kids who steal, with no better understanding of why they shouldn’t steal.",,
https://www.logicallyfallacious.com/logicalfallacies/Two-Wrongs-Make-a-Right,Two Wrongs Make a Right,"It looks like the waiter forgot to charge us for the expensive bottle of champagne.  Let’s just leave -- after all, if he overcharged us, I doubt he would chase us down to give us our money back that we overpaid.","Here the reasoning is a bit more fallacious because we are making an assumption of what the waiter might do.  Even if that were true, two ripoffs don’t make the situation right.",,
https://www.logicallyfallacious.com/logicalfallacies/Traitorous-Critic-Fallacy,Traitorous Critic Fallacy,"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?

Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!","Cindy-Lou did not address the concern, but essentially threatened Gertrude to shut up or lose her job. This example might also be seen as appeal to force .
",,
https://www.logicallyfallacious.com/logicalfallacies/Traitorous-Critic-Fallacy,Traitorous Critic Fallacy,"Steve: In Sweden, college is free for citizens. How come we can't do that here?

Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!","Besides begging the question (Steve did not say he liked Sweden), Ed refused to address the question asked and deflected with a disingenuous question on why Steve does not move to Sweden.
",,
https://www.logicallyfallacious.com/logicalfallacies/Tokenism,Tokenism,"The presidential nominee has been accused of being racist.  But he recently stated that he really liked the movie, “Roots,” so I guess he isn’t racist.","Liking one movie that exposes racism and encourages equality, is far from the same as not being a racist.
","Problem X exists.
Solution Y is offered.
Solution Y is inadequate to solve problem X but accepted as adequate.",
https://www.logicallyfallacious.com/logicalfallacies/Tokenism,Tokenism,"Mr. McBoss' company consists of 50 executives who are all men, and 50 secretaries who are all women.  To show he is all about equal opportunity, he has agreed to hire a woman executive.","This ""token"" gesture does not come close to making up for the disproportionate hiring practices of Mr. McBoss' company.",,
https://www.logicallyfallacious.com/logicalfallacies/Tokenism,Tokenism,"In the summer of 2020 when racial tensions were high, many media sources did their part to solve racism by capitalizing the “B” when referring to black people while keeping the “w” lowercase when referring to white people. Some sources that picked up this story saw this as a token gesture to help shield them from public claims of racism.",,,
