,claim,labels,pros,cons
525,"There is no objective reason to obey God. Thus God's commands have no normative force and so cannot serve as the basis for objective morality.Those with the view, ""There is no objective reason to obey God"" carry with them a bias. This bias would result in the substantiation for lack of a need for God, and by proxy, a lack of admittance to their being objective morals standards. But object standards don't need anyone to follow them to be the standard of all. Thus all that is left is the commitment to the bias.",['ad hominem'],[nan],[nan]
526,"This is considered a fringe theory among academics, almost all of whom recognize William Shakespeare as the true author.One scholar compared the legitimacy of the anti-Strafordian theory in Shakespearean academic circles with the credibility given by astronauts to the idea that the moon landings were faked.",['ad hominem'],[nan],[nan]
527,Capitalism works by exploiting the poor's labor.This is a talking point from a political ideology which believes in the abolition of private property.,['ad hominem'],[nan],[nan]
528,"Basham, the founding director of the Democracy Institute, claimed several statistical anomalies in voting data. (foxnews.com).Basham has made false claims about his qualifications and experience before, including falsely claiming to possess a PhD, thus is a potentially questionable source.",['ad hominem'],[nan],"["" Basham's arguments are largely unevidenced, disputed, and/or opinions, and thus are often backed up only by his self claimed expertise. Therefore it is entirely valid to question both his honesty and expertise.\nClick here to see the claims underneath.\n ""]"
529,"If Evil, as we perceive it, didn't exist, we would only have varying degrees of Good to compare. The lesser Good, in this case, would then seem relatively ""Evil"" and we would be incapable of grasping the concept of that greater Evil which God, in their benevolence, would have spared us from. We have no way of knowing that we're not being spared from True Evil.Claim is basically an excuse for ignorance. It is same as ""what if there is God greater than your God"". So, my God is stronger than yours, you are only ignorant about mine. Same goes for evil, there is a True Evil which trumps other evils, and humans are just ignorant. In other words, claim explains that the cause of evil is mystery.",['ad hominem'],[nan],"[' True, but used colloquially like this it is aimed at human nature, not at human personality.\nClick here to see the claims underneath.\n ']"
530,"If hate speech is more likely than not to cause harms, such as attacks or the eroding of minority rights, then it is justifiable to ban it.It is troublesome to define what is ""at least more likely... to cause something"". Comments on obesity might cause bullying of the obese but that should not restrict my right to criticize unhealthy eating habits.",['ad hominem'],[nan],[nan]
531,A culture of political correctness protects minorities and those who feel outcast.Political correctness is a necessary means to combat hate speech.,['ad hominem'],[nan],[nan]
532,The Book of Mormon is an authentic ancient text.Joseph Smith had a record of dishonesty.,['ad hominem'],[nan],[nan]
533,"Ad-hoc justifications like this indicate Belief in Belief, and not sincere belief. The claimed model does not constrain anticipation--i.e. you know in advance the experiment will fail (your real belief), so you also have an excuse prepared in advance to rationalize the outcome in terms of the professed belief.The parent is a generalized ad hominem attack against theists. All the same points could be made of atheists in one form or another. This type of discussion is completely fruitless and should be ignored.",['ad hominem'],[nan],[nan]
534,"An angel appeared to Joseph Smith, David Whitmer, Oliver Cowdery, and Martin Harris and showed them the golden plates upon which the Book of Mormon was translated from. The angel turned the leaves over one by one so all the witnesses could view them.The credibility of the Book of Mormon witnesses is lessened by the fact that they were mostly related to one another, making them less independent sources.",['ad hominem'],[nan],"[' In the specific case of examining eyewitness claims, evaluating the credibility of the eyewitnesses is accepted and not considered an ad hominem.\nClick here to see the claims underneath.\n ']"
535,PC culture becoming mainstream has lead to the formation of a counter PC culture that seeks to undermine and refute PC culture by any means necessary regardless of possible impact to their local communities and the people within them.PC is used by anti-PC people as a slanderous term for a noble action.,['ad hominem'],"['PC can be used as a pejorative term, along with words like \'snowflake\'.\n 4\n""Political correctness"" implies that the purpose for modifying one\'s speech is to comply with public or popular opinions. This entirely misses the point. Opponents of derogatory speech are intentionally trying to promote a society that is built for everyone, not just those in control.\n 2\nBeing anti-PC has become a form of virtue-signaling in conservative politics.']",['   Political correctness is a practice.\nClick here to see the claims underneath.\n  Political correctness is an attitude or policy.\n Political correctness is a type of language or behaviour.']
536,Archaeology has proven that writing on metal plates was a practice in ancient Middle East and Mesoamerica.Research published in the BYU Studies Quarterly is of questionable accuracy given that the publishing university is owned by the LDS church.,['ad hominem'],[nan],"['The funding source can influence the content of a study, such as when the sugar industry paid scientists to forge results in the 1960s.\nClick here to see the claims underneath.']"
537,"A civilised society needs a political discourse where issues can be discussed on their merits, without discussions getting derailed by ad-hominem attacks.Arguments attacking the credibility of a person is not necessarily an ad hominem attack and will not derail the argument. Preventing the cross-examining of a testimony to stay politically correct can lead to false conclusions.",['ad hominem'],[nan],[nan]
538,Ad hominems in a discussion are fine.Ad hominems are common in discussions.,['ad hominem'],[nan],[nan]
539,"Gary Habermas, in a survey of 3,400 sources surrounding the undergirding facts of Jesus life found 12 facts to be considered historical by the majority of scholars. They include: 

1. Jesus died by crucifixion.
2. He was buried.
3. His death caused the disciples to despair and lose hope.
4. The tomb was empty (the most contested).
5. The disciples had experiences which they believed were literal appearances of the risen Jesus,
6. The disciples were transformed from doubters to bold proclaimers.Argument from authority, and not a reliable one. Gary Habermas signed the statement of faith at his Liberty University, a free admission of bias. He cannot speak freely to the facts without risking his career, so he cannot be trusted as a reliable source on religious matters.",['ad hominem'],[nan],"["" Ad hominem is the fallacy of attacking the character of the messenger instead of interacting with the substance of the argument itself. But what is the argument itself? Habermas's database is secret, therefore we're taking his word for it. There is no argument but the authority of the messenger in this case, thus there is nothing to attack but the messenger's authority.\nClick here to see the claims underneath.\n ""]"
540,Trump has exhibited behavior that raises doubt about his intellect.He has an inarticulate speaking style.,['ad hominem'],"[' The New York Times is tracking Trump’s ad hominems on Twitter: the list contains hundreds of ad hominem examples.\n Trump has used ad hominem attacks against each of his opponents, both within and beyond his party.']","["" Trump's ad hominem attacks earned him a reputation for being authentic and a breathe of fresh air in US politics, which many of his supporters are attracted to and endorse. Therefore, this apparently ineloquent approach is, in practice, a smart move.\nClick here to see the claims underneath.\n ""]"
541,"It was a good choice simply because that's what people voted for.Statistically speaking, Pro-Brexit posts are significantly more likely to contain spelling and grammatical errors; inferring a trend towards lower literacy among proponents of this perspective.",['ad hominem'],[nan],"[' It is not an attack on the voters who supported Leave to point out that they are less well educated than those who voted Remain. It is simply fact. Studies have shown that University graduates are more likely to have voted Remain. This suggests that better education may have given us a different result. The obvious misinformation that was disseminated to win the Leave argument backs this narrative, as educated (i.e. informed) voters would have voted differently.\nClick here to see the claims underneath.\n ']"
542,"The credibility of the Book of Mormon witnesses is lessened by the fact that they were mostly related to one another, making them less independent sources.To imply that someone is unreliable simply because of who they are related to is an ad hominem attack.",['ad hominem'],[nan],[nan]
543,"""The Four Horsemen"" of New Atheism successfully pushed themselves to the forefront of public debates on religion.""The Four Horsemen"" are unrepresentative of broader society as they are all heterosexual white men.",['ad hominem'],[nan],[nan]
544,The Electoral College should be abolished.Most arguments by advocates of keeping the electoral college are ultimately just rationalizations of an unfair system because it happens to benefit them.,['ad hominem'],[nan],[nan]
545,"Trump has committed treason.The people who believe Trump has committed treason, the penalty for which is death, appear to be suffering from a cognitive dissonance disorder that therapists are calling Trump Anxiety Disorder (TAD) also known by some as Trump Derangement Syndrome,",['ad hominem'],[nan],[nan]
546,"The accusations against Kavanaugh were flimsy and likely fabricated.Julie Swetnick's accusation lacked corroboration. She changed her story, had a less than stellar legal history, and had several people who knew her and attested to her untrustworthy character.",['ad hominem'],[nan],"[' Attacking Swetnick as comically insane would be ad hominem. Attacking her accusations as such is very much directed at the ""argument"" in this case.\nClick here to see the claims underneath.\n ']"
547,"The Center for Immigration Studies has estimated that the cost of resettling refugees to other Middle Eastern countries is 1/12th the cost of resettling them in the US.The Center for Immigration Studies's factual accuracy has been contested, and it has been linked to white nationalism and eugenics.",['ad hominem'],[nan],[nan]
548,"Political correctness is detrimental to society.A civilised society requires some level of established political correctness, and a civil society is better than an uncivil one.",['ad hominem'],"[nan, '10\nPolitical correctness encourages meaningful discourse by discouraging inflammatory language.\nClick here to see the claims underneath.']","['1\nPC culture is not always up for discussion, for example, chanting over the top of people with different views.', nan]"
549,"In some nations, legal precedent criminalises BDSM as it incapacitates the individual such that they cannot consent, making the acts inherently illegal.As lawmakers have often failed to outlaw things that are unethical and abusive, such as slavery and domestic violence, legality does not necessarily track with morality. There may be other factors that influence criminalisation.",['ad hominem'],[nan],[nan]
550,"Chris Rock observed: ""They will shoot 100 people in Vegas... If 100 people ever got stabbed, at the same time, in the same place by the same person, you know what that would mean? Ninety-seven people deserved to die.""Chris Rock has benefitted from starring in a number of films glorifying gun violence.",['ad hominem'],[nan],[nan]
551,"Julie Swetnick's accusation lacked corroboration. She changed her story, had a less than stellar legal history, and had several people who knew her and attested to her untrustworthy character.To call her testimony 'comically insane' is an ad hominem attack that has no bearing on whether or not it took place or not.",['ad hominem'],[nan],[nan]
552,Political correctness enables free speech for those that would be attacked personally otherwise.Attacks are part of free speech. Using science and logic to debunk these attacks has more value than dismissing them on the basis that you don't like them.,['ad hominem'],[nan],[nan]
553,"Young people should have the opportunity to discuss issues that are important to them in a respectful, ordered environment.If sensitive and political topics are discussed in school, then free speech must be given to students, this includes what some people consider ""hate speech.""",['ad hominem'],[nan],[nan]
554,"A civilised society requires some level of established political correctness, and a civil society is better than an uncivil one.Ad-hominem attacks and vitriol can very effectively shut down a discussion, even if only a small minority is behind those attacks.",['ad hominem'],[nan],[nan]
555,"Trump declared war on 'fake news', his term for anyone that criticised him or his policies. This is the hallmark of a dictator.Trump tweeted that he had no interest in censoring any news outlets; he was simply criticising them, something which his freedom of speech gives him a right to do.",['ad hominem'],[nan],[nan]
556,Having public elections would make the Church become less about Christianity and more about politics.More church politics would mean more productive discussions on how to make the Church more about Christianity.,['ad hominem'],[nan],[nan]
557,"Some studies have found benefits for homeopathy.There are many homeopathic options that work and are scientifically proven, the issue is the pharmaceutical companies spend billions making pills and then use marketing power to spread claimed benefits while blushing over negative side effects. If the insurance companies opened up options to use homeopathic resources, the ones that work would quickly surface while the snake oil options would also be exposed by open market selection and public reviews of the results.",['ad hominem'],[nan],[nan]
558,"By playing identity politics and picking a definitive side on hundreds of controversial topics, President Trump created many small groups of ""us"" vs ""them"".President Trump constantly repeated buzzwords and phrases that were widely used by various hate groups to inspire enmity against a wide array of minority groups.",['ad hominem'],[nan],[nan]
559,"Belief in God is not merely justified but also warranted. Warrant is that property that converts mere true belief into knowledge when possessed in sufficient degree.God has so constituted us that we naturally form belief in Him under certain circumstances; since the belief is thus formed by properly functioning cognitive faculties in an appropriate environment, it is warranted for us, and, insofar as our faculties are not disrupted by the noetic effects of sin, we shall believe this proposition deeply and firmly, so that we can be said, in virtue of the great warrant accruing to this belief for us, to know that God exists.”",['ad hominem'],[nan],"['   Theists and atheists alike are impacted by the noetic effects of sin. The manifestation of the noetic effects of sin among theists could be different from atheists. For atheists, it may affect their belief in God but not necessarily their personal morals. For the theist, sin could keep them entrapped and committed to a way of life that God never intended for them to live. The impacts are different, but theists are subject to the effects of sin as well.\nClick here to see the claims underneath.\n ', ' Theists and atheists alike are impacted by the noetic effects of sin. The manifestation of the noetic effects of sin among theists could be different from atheists. For atheists, it may affect their belief in God but not necessarily their personal morals. For the theist, sin could keep them entrapped and committed to a way of life that God never intended for them to live. The impacts are different, but theists are subject to the effects of sin as well.\nClick here to see the claims underneath.\n ']"
560,"Biden's policies are communist in nature, which is problematic for the US.Trump and many Conservative outlets use ""communist"" as a meaningless and self inconsistent buzzword, designed as a sort of bogeyman. That definition does not in any way match the technical correct definition of the word.",['ad hominem'],[nan],[nan]
561,"Promiscuous teleology. The human mind will naturally confabulate a purpose where none exists.In relation to God, the parent could actually be the sensus divinitatis functioning properly. If God exists, we would EXPECT Him to place a sense within us that help us naturally believe He exists. Therefore, the parent could be just one example of this sense working (although not necessarily properly...it may be malfunctioning due to the noetic effects of sin).",['ad hominem'],['2\nThere is a negative correlation between religiosity and incarceration. Atheists are less likely to be lawbreakers than theists.'],"[' Under the Christian worldview, all humans (theists and atheists alike) suffer from the effects of sin. The impacts of sin are multifaceted and various. One of these possible impacts is spiritual blindness which means the more license sin has to control us, the more it keeps us in the dark. This is a problem for atheists and theists alike. Since the grandparent relates to belief in God, atheists appear singled out. However, the noetic affects of sin would apply to theists as much as atheists.\nClick here to see the claims underneath.\n ']"
562,"This is considered a fringe theory among academics, almost all of whom recognize William Shakespeare as the true author.Many scholars argue that the theory that the William Shakespeare of Stratford-upon-Avon is not the true William Shakespeare, the famous writer, are not rooted in evidence, but rather classism.",['ad hominem'],[nan],[nan]
563,Censorship of some speech is necessary for the free speech of others.Political correctness enables free speech for those that would be attacked personally otherwise.,['ad hominem'],[nan],"[nan, "" Attempting to remove linguistic ad hominem across the board, for all people, in all situations, at all times, by creating a comprehensive set of acceptable and unacceptable words and phrases, and an enforcement mechanism (presumably, legislation), is a horrifying idea.\nClick here to see the claims underneath.\n  Because everyone has a different perception of what can be said, political correctness tends to silence people. People do not speak because they fear hurting someone's feelings.""]"
564,A culture of political correctness protects minorities and those who feel outcast.Political correctness enables free speech for those that would be attacked personally otherwise.,['ad hominem'],[nan],"[""7\nAttempting to remove linguistic ad hominem across the board, for all people, in all situations and at all times, by creating a comprehensive set of acceptable and unacceptable words and phrases, and an enforcement mechanism (presumably, legislation), requires a totalitarian approach to curtail the freedom of speech.\nClick here to see the claims underneath.\n  10\nBecause everyone has a different perception of what can be said, political correctness tends to silence people. People do not speak because they fear hurting someone's feelings.""]"
565,"Even granting the alleged cognate is valid, there is no paradox in a human life arguing against human lives. Whether or not I should exist is irrelevant to the truth or falsity of statements I make while I do exist, so there is no connection to the liar paradox.The parent claim isn't a question of existence or truth, it is a question of should: of right or wrong. Your arguing that all human lives are wrong (you granted it at least), means your own life is wrong, that you shouldn't be there, and that you shouldn't be making this argument.",['ad hominem'],[nan],[nan]
566,"A civilised society requires some level of established political correctness, and a civil society is better than an uncivil one.A civilised society needs a political discourse where issues can be discussed on their merits, without discussions getting derailed by ad-hominem attacks.","['fallacy of extension', 'ad hominem']","[nan, ' Analyzing coded forms of ad hominem (aka dog whistles) can reveal underlying arguments and opinions. For example, repeated references to ""Barack Hussein Obama"" emphasized the Islamic connotations of his middle name. Being able to uncover true meanings by deciphering ad hominem signals is useful.\nClick here to see the claims underneath.\n ', ' Attacks on the credibility of a testimony is not an attack ad hominem. Arguments can be based on testimonies brought forward as facts. The strength of a testimony is often based on the credibility of the witness and his lack of bias; an attack on that person should not be confused with an ad hominem fallacy but as a way to weigh the veracity and strength of the supporting evidence.\nClick here to see the claims underneath.\n ', ' Ad hominems allow us to identify concerns, sensitivities, and prejudices of those we are speaking with.\nClick here to see the claims underneath.\n  Ad hominems can reveal specific problems in communication, an understanding of which may move discussions forward.']","['1\nThe ad hominem - you do it too - attack is the argument that the claim is not valid because the other person has done the opposite. This is usually not useful to progress and lead to the same problem continuing on because a mistake was done in the past.\n Unclear\nSee comments.\n An ad hominem is a logical fallacy, and therefore should be avoided in debates.', nan, ' Even if useful, condoning any form of fallacious attack (such as ad hominem statements) in a politically sensitive discussion that involves marginalized and oppressed groups, is unacceptable, because it creates a slippery slope. Allowing any false attacks opens the door to more of the same, which risks further harming the oppressed, and burying the true discussion.']"
567,"Faith is a defective epistemology. Theism ultimately rests on Faith which is choosing to be more confident in certain propositions than warranted by evidence alone.Ad-hoc justifications like this indicate Belief in Belief, and not sincere belief. The claimed model does not constrain anticipation--i.e. you know in advance the experiment will fail (your real belief), so you also have an excuse prepared in advance to rationalize the outcome in terms of the professed belief.",['ad hominem'],[nan],"[' There is no need to call it ad hominem, if the argument is closely connected with the claim itself.\nClick here to see the claims underneath.\n ']"
568,"Many scholars argue that the theory that the William Shakespeare of Stratford-upon-Avon is not the true William Shakespeare, the famous writer, are not rooted in evidence, but rather classism.The issue at the heart of the anti-Stratfordian theory is that it is perceived as unbelievable that a son of a glover from a small town in the middle of nowhere could be one the greatest writer ever, not that there is no evidence.","['fallacy of extension', 'ad hominem']",[nan],[nan]
569,"In a true democracy, policy for the people should be the priority. If Democrats have to risk giving Trump or the Republicans points on the board, so that the best policies can be put forward, then they should. Opposition for opposition's sake is undemocratic.The issue is that giving Republicans 'points on the board' risks keeping them in power, which, from the Democrats' perspective, would guarantee four more years of bad policy.",['ad hominem'],[nan],[nan]
570,"There exists a large body of research that homosexual behavior is a major health risk. Thus, conversion therapy should be protected by law because individuals may want to avoid these health risks.The FRC is anti-LGBT, presenting data in light of their own biases in misleading ways.",['ad hominem'],[nan],[nan]
571,"Political correctness enables free speech for those that would be attacked personally otherwise.PC culture supports terminology designed to ensure groups typically deflected, discouraged, or emotionally and psychologically harmed by improper terminology are welcomed to discourse, thereby encouraging discourse by removing linguistic ad hominem.",['ad hominem'],[nan],[nan]
572,"Statistics do not support claims of systemic racism that is the basis for the kneeling.The FBI is a product of a state built on slavery, with the inequality slavery enabled sustained through racism aided by arms of the state like the FBI. Its modis operandi is framed by that reality. It cannot be viewed as a neutral player or an impartial statistical measure.",['ad hominem'],[nan],[nan]
573,"Robert E. Lee is remembered for his sense of honor and duty. In fact, he was not a staunch supporter of slavery or secession but fought for these ideas because they had been more or less democratically decided upon.""...he fought for those ideas because they were more or less democratically voted upon.""  This gets dangerously close to the Nazi defense at Nuremburg [reference, analysis].",['ad hominem'],[nan],[nan]
574,"Argument from authority, and not a reliable one. Gary Habermas signed the statement of faith at his Liberty University, a free admission of bias. He cannot speak freely to the facts without risking his career, so he cannot be trusted as a reliable source on religious matters.The parent is ad hominem. It seeks to discredit a respectable scholar rather than interact with his research or claims.",['ad hominem'],[nan],[nan]
575,"Political correctness creates an inhospitable environment for free speech and by extension, free thought and free expression.Political correctness enables free speech for those that would be attacked personally otherwise.",['ad hominem'],[nan],[nan]
576,"This will lead to widespread discrimination against certain groups.This would ruin any form of diversity resulting in the mistreatment of people with different cultures. The system will go from liberal to far left in an instant. In the long run it won't allow people with different values to coexist. This opposes the initial idea of ""liberal democracy"". Liberal democracy is based on the idea of classical liberalism and advocates for civil liberties — such as privacy — under the rule of law.",['ad hominem'],[nan],[nan]
577,"Men should be able to vote in the abortion debate.Every person, despite their gender, should be able to give their opinion about something that concerns the whole society.",['ad hominem'],[nan],[nan]
578,"A culture of political correctness protects minorities and those who feel outcast.Political correctness prevents effective, rational arguments against far-right thought, as it seeks to attack the words used by such groups rather than the flaws in their beliefs.",['ad hominem'],[nan],[' Too many people are calling something hate speech simply because they disagree with it.\nClick here to see the claims underneath.\n ']
579,"The 'no platform' policy operates to protect students from vilification, hatred and radicalization.This may be the goal of no-platforming, but the consequence will be more of what they are trying to prevent: vilification of students who support controversial speakers, hatred of conservatives and libertarians, and empowerment of radical left groups to define the conversation.",['ad hominem'],[nan],"['3\nShapiro has in fact supported programs that can justifiably be construed as racist: such as his support for an ethnic-transfer program that is arguably indistinguishable from ethnic cleansing.\nClick here to see the claims underneath.\n  That Ben Shapiro was attacked for being racist may be correlated with an uptick in anti-semitic comments, but so is anything else that happened in 2016... Far more likely to be relevant than attacks on Shapiro, was the rise of general activity among hate-groups in 2016.\n Ad hominems are only fallacious when the traits picked out are irrelevant to the conclusion being drawn. If a speaker is no-platformed as part of a campaign to deny a platform to hate groups, accusations that the speaker holds racist or sexist views are entirely relevant to the discussion.']"
580,"Ad hominems can reveal specific problems in communication, an understanding of which may move discussions forward.Ad-hominems are *purposeful* name-calling.",['ad hominem'],[nan],[nan]
581,"Ad hominems in a discussion are fine.Ad hominems can reveal specific problems in communication, an understanding of which may move discussions forward.",['ad hominem'],[nan],[' Ad Hominems can be indirect.\nClick here to see the claims underneath.\n ']
582,"This may be the goal of no-platforming, but the consequence will be more of what they are trying to prevent: vilification of students who support controversial speakers, hatred of conservatives and libertarians, and empowerment of radical left groups to define the conversation.Attempts to no-platform that rely on ad-hominem attacks of a speaker, labeling him or her fascist, racist, sexist, etc. can easily lead to retaliatory bullying of or racism targeted towards the speaker or towards others of the same ethnicity, such as how accusations that speaker Ben Shapiro was racist correlated with an uptick in anti-semitic comments in journalism overall and Ben Shapiro became the most bullied journalist of 2016.",['ad hominem'],[nan],[nan]
583,"Many physical constants appear finely tuned to permit life.According to the multiverse theory, there are many universes, each with different physical constants. And we are logically in a universe that is hospitable to intelligent life.","[""gambler's fallacy""]",[nan],[nan]
584,"Families know better than the state in which areas they need to spend, and in which they need to spend less.This assumes that individuals will generally act rationality, but this is a flawed assumption. Given this, ""free range"" money reasonably may not always lead to better provision of needs than traditional welfare.","[""gambler's fallacy""]",[nan],[nan]
585,God exists.Teleological arguments support the existence of God.,['intentional'],[nan],[nan]
586,"The existence of God cannot be disproven.If God does not exist, there is no way to know for sure because we can never know everything, and of all the things we don't know at any given time, God can always be one of them.",['intentional'],[nan],[nan]
587,"Once one is dead, one can no longer perform miracles. Being raised from the dead must involve some external power.Humans have no way of knowing what is possible after death, including the capacity to perform miracles.",['intentional'],[nan],[nan]
588,"Arguing that the Quranic teachings are true because they have yet to be falsified commits the fallacy of making an argument from ignorance, and thus should be rejected.This is flatly false, as the argument does not mention or imply a basis on ignorance to get to the conclusion. The argument is based in four fields of knowledge: Technology, history, time, and language.",['intentional'],[nan],[nan]
589,"Intellect is a valid source of knowledge. If the Quran intellectually coheres from beginning to end, and further with the external reality, that is a sign of its truth and inerrancy.This claims that the Quran should be taken as true unless it can be proven false. Thus, it is an argument from ignorance, which is a fallacy.",['intentional'],[nan],[nan]
590,"Many philosophical and empirical arguments have been made over time, many of which atheists still have no satisfactory response to.Multiple forms of the Kalam cosmological argument have not been disproven. Current science supports the philosophical premises as well.",['intentional'],[nan],[nan]
591,"Jesus is called Immanuel exactly once, only in that verse in Matthew. In no meaningful sense (other than to fulfill this prophesy) is Jesus called Immanuel.These other uses may not necessarily be recorded in the Bible.",['intentional'],[nan],[nan]
592,"We know the force of gravity orders solar systems. The oceans order sediment in beaches. There is no need for an organising force to be intelligent.While it is possible for an organizing force to be unintelligent, it is also possible for an organizing force to be intelligent. Explanations for unintelligent sources are necessity and chance and the order of the universe is not due to either of these. Therefore, the best explanation for the order we see in this universe is that there is a designer.",['intentional'],[nan],[nan]
593,"This is not what the Fermi paradox is about. ""The Fermi paradox, or Fermi's paradox, named after physicist Enrico Fermi, is the apparent contradiction between the lack of evidence and high probability estimates for the existence of extraterrestrial civilizations."" It makes no suggestions about God, which religion to follow or creationism.The “apparent contradiction” could be seen as evidence that the estimates are based on faulty assumptions. Perhaps we are wrong about the likelihood of life coming from non-life nature. If one uses the Fermi “Paradox” in this way, then they can use it as a part of an argument for a Creator.",['intentional'],[nan],"[' This argument can be combined with other evidence such as anecdotes of various revelations from God. Overall, it is not an argument from ignorance, just a cumulative argument that one philosophy is plausible compared to others.\nClick here to see the claims underneath.\n ']"
594,"If god prefers a world with evil in it then he is not all good.There is no good reason for assuming that this is necessarily the case. Determining this would require an omniscient perspective, which we lack.",['intentional'],[nan],[nan]
595,There is good reason to believe that God exists.Teleological arguments support the existence of God.,['intentional'],[nan],"["" Not all are 'God of the Gaps' arguments, because some point to features of the world, e.g. order and regularity in the universe, that not only aren't explained by current science, but couldn't even in principle be explained scientifically at all.\nClick here to see the claims underneath.\n ""]"
596,"The complexity and precision found in nature and in living organisms indicate God's existence as the creator of all things.Life in our universe would be impossible if any of a number of laws, constants, and initial conditions were changed even unimaginably slightly. This implies the strong probability that the universe was created for the purpose of harboring life (fine tuning).",['intentional'],[nan],"[nan, "" It is reasonable to say that, given everything we know about life, it would be highly improbable if molecules or atoms couldn't exist.\nClick here to see the claims underneath.\n ""]"
597,Philosophical arguments support the existence of God.Teleological arguments support the existence of God.,['intentional'],[nan],[nan]
598,"The universe is all of space-time reality and includes all matter and energy. Thus, if the universe has a cause of its existence, that cause must be non-physical and immaterial because it transcends space and time. There are only two kinds of things that could fall under such a description: either abstract objects (like a number) or else a mind (a soul, a self). Abstract objects don’t stand in causal relations. So it must be a mind.That ""minds"" and ""abstract objects"" exhaustively categorize all transcendent things is an unwarranted assumption. There could be other categories/transcendent objects in neither category.",['intentional'],[nan],[nan]
599,"The Quranic challenge as a whole (inimitability, preservation, non-contradiction, and unlikely predictions) is not disputed in any rigorous knowledge discipline. This shows that the Quran is authored by Allah.Arguing that the Quranic teachings are true because they have yet to be falsified commits the fallacy of making an argument from ignorance, and thus should be rejected.",['intentional'],[nan],"[' 6\nIf drawing a conclusion from unfalisfied information is fallacious, then scientific arguments based on falsification are fallacious, and so are rigorous schools of thought.\nClick here to see the claims underneath.\n ']"
600,The complexity and precision found in nature and in living organisms indicates God's existence.If we apply inference to the best hypothesis to an attempt to explain the origin of the complex specified digital information found in DNA we find an intelligent mind is the only cause for which we have observational experience as minds are known to create information.,"['false analogy', 'intentional']",[nan],"["" It's not an argument from ignorance in this formulation. It's an argument based on what we do know. It's an inference to the best hypothesis based on what we know about the cause and effect relationships capable of producing coded information.\nClick here to see the claims underneath.\n "", ' The accusation of a false analogy is unjustified. For it to be a false analogy the differences would have to be more significant than the similarties. This is not the case with the coded information in DNA and that produced by human minds.\nClick here to see the claims underneath.\n ']"
601,"There is no incontrovertible scientific evidence to prove their existence. In fact, there is more evidence disproving claims of sightings than in support of their existence.Lack of evidence is not proof of non-existence, it only means evidence has yet to be found.",['intentional'],[nan],[nan]
602,"The “apparent contradiction” could be seen as evidence that the estimates are based on faulty assumptions. Perhaps we are wrong about the likelihood of life coming from non-life nature. If one uses the Fermi “Paradox” in this way, then they can use it as a part of an argument for a Creator.This is an example of the fallacy known as argument from ignorance.",['intentional'],[nan],[nan]
603,"Jesus is sinless only by stipulation. There is no way for anyone to verify that he never committed any sins.There is extensive documentation of Jesus's life in the four gospels and many mentions of him in other sources, yet there is no evidence in any of these that he ever sinned.",['intentional'],[nan],[nan]
604,"There is an afterlife.However, there is also no empirical evidence to suggest the absence of an afterlife.",['intentional'],[nan],[nan]
605,God's existence can be understood by rationality.There is no proof for the existence of a god therefore we are able to conclude there is no god. Believing in the idea of a god is mass-hysteria.,['intentional'],[nan],[nan]
606,"The God of classical monotheism (omniscient, omnipotent, and omnibenevolent mind) exists.Morality is only meaningful if it is universally binding, but human constructs cannot be binding on those who do not join in them, and natural constructs only what is and not what ought to be. Therefore, since morality is meaningful, it must be the construct of something which is neither nature nor humanity. This constructor is God.",['intentional'],[nan],[nan]
607,Archaeology: Archaeological evidence does not support various aspects of the Book of Mormon's narrative.The Book of Mormon mentions items and technologies that archaeologists have never found in the book's purported place and time frame.,['intentional'],[nan],"["" 3\nIf skilled archaeologists have spent a great deal of time and effort trying to find these artifacts but haven't found them, that reduces the chance that the artifacts were present at all. It may still be possible for the artifacts to exist, but the chance of this decreases each time there is an unsuccessful search.\nClick here to see the claims underneath.\n ""]"
608,"Against all odds we exist as a part of a perfect system; this is more consistent with theism than with atheism.Since the outcome is known (we do exist), the probability accounts only for our ignorance of how it came to pass. It is then assumed from ignorance of cause that God is the cause. Ignorance is however neither reason nor evidence for the existence of God.",['intentional'],[nan],[nan]
609,"There are sometimes strange phenomena that can't be explained in other ways; ghosts are one of them.Attributing a strange phenomenon to being a ghost simply because we cannot explain it any other way does not mean it is absolutely a ghost. It means we are inconclusive in our findings and attaching a label, for lack of a better explanation.",['intentional'],[nan],[nan]
610,"The God of classical monotheism (omniscient, omnipotent, and omnibenevolent mind) exists.Miracles have occurred, for example at Fatima and Lourdes. Therefore, there is a God.",['intentional'],[nan],[nan]
611,"Alien life has existed or does exist.The galaxy is so old that other technological species living in it before us should be obvious by now (Dyson spheres, Von Neumann probes, colonization) yet we have no evidence of it.",['intentional'],"["" Humans have not discovered a fraction of the universe, and therefore the evidence isn't representative at all.\nClick here to see the claims underneath.\n  Researchers estimate that there are still over 300 undiscovered species of mammals, demonstrating how scientific investigations could fail to discover beings that exist.\n Aliens could very well have already visited Earth, but before humans were there or advanced enough to document the event.""]","[' If a hypothetical statement was true without proof, then any possibly conceivable statement would be true, including its opposite, which is impossible.\n Although the lack of evidence is not decisive, it is justifiable to refuse to agree to a proposition until some evidence or support is provided.\n In most cases the argument against the existence of aliens is actually just an acceptance that convincing evidence for their existence is lacking. Thus, no definite argument from ignorance is made.']"
