,Unnamed: 0,text,labels,masked_articles
498,1074,"Believing in science does not mean having blind faith it means you can have faith that something will occur knowing that the evidence suggests the outcome.Hence, it is not true that Invoking trust in individuals reduces the argument to personally-derived science claims which are often terrible(Your internal models of physics are inaccurate. Probably very inaccurate for anything you're not intimately familiar with). The rest of the claims in this discussion regard science as a body of human-compiled and shared knowledge where we assume consensus is trustworthy.","['This is a straw man. The argument is not about ""trust in individuals"" but trust in experts and professionals in their fields of expertise.']","Believing in MSK<0> does not MSK<1> having blind MSK<2> it MSK<1> MSK<3> can have MSK<2> that something will occur knowing that MSK<4> suggests the outcome.Hence , MSK<4> is not true that Invoking trust in individuals reduces the argument to personally - derived MSK<0> MSK<5> which are often terrible ( MSK<3> internal models of physics are MSK<6> . Probably very MSK<6> for anything MSK<3> 're not intimately familiar with ) . The rest of the MSK<5> in this discussion regard MSK<0> as a body of human - compiled and shared knowledge where we assume consensus is trustworthy . "
499,129,"The Book of Mormon contains anachronisms.Hence, it is true that The Book of Mormon mentions items and technologies that archaeologists have never found in the book's purported place and time frame.",['The absence of such evidence does not necessarily constitute evidence of their absence. It is rather an argument from ignorance.'],"MSK<0> contains anachronisms.Hence , MSK<0> is true that MSK<0> mentions items and technologies that archaeologists have never found in MSK<0> purported place and time frame . "
500,279,"The economic situation had improved significantly for the majority of the population.Hence, it is true that Globalization allowed for much better trade and capital movement.","['Transnational criminals, smugglers and traffickers have been among the major beneficiaries of globalization. It makes regulation and law enforcement more difficult, and provides new avenues for evasion and illicit cooperation.']","MSK<0> had improved significantly for the majority of the population.Hence , MSK<0> is true that Globalization allowed for much better trade and capital movement . "
501,522,"The ad assumes negative behaviors featured in the video are an endemic social problem.Hence, it is not true that The behaviors were significant enough for a major organization \(Gillette\) to address them in an advertisement.",['This is an appeal to authority logical fallacy.'],"MSK<0> assumes MSK<1> are an endemic social problem.Hence , MSK<0> is not true that MSK<1> were significant enough for a major organization \ ( Gillette \ ) to address MSK<1> in an advertisement . "
502,81,"Violent video games normalize and desensitize(New research has found exposure to violent video games can desensitize individuals to real-life violence. According to the investigators, this is first documented finding that video-games can alter physiological responses typically aroused by real violence.) people to violence, which make it more socially acceptable to act aggressively.Hence, it is true that Of the ten best-selling video games in the US during 2017, six have an exclusive focus on violence and killing.","['Some of the most popular genres(Sports games have been around since the beginning of gaming culture, and the genre remains one of the most favored game genres in the world.\\n\\nRacing games have been around for more than four decades. The genre has branched out into various distinct genres and has always been a foot ahead of other video game genres, both in terms of innovation and revenue.\\n\\nA simulation game is generally designed to simulate real-world activities and allowing more freedom of action within the game.) of video games, each with a substantial fan base, feature little to no violence at all.']","MSK<0> MSK<1> MSK<2> normalize and MSK<3> ( New research has MSK<6> exposure to MSK<0> MSK<1> MSK<2> can MSK<3> individuals to MSK<4> - life MSK<0> . According to the investigators , MSK<5> is first documented MSK<6> that MSK<1> - MSK<2> can alter physiological responses typically aroused by MSK<4> MSK<0> . ) people to MSK<0> , which make MSK<5> more socially acceptable to act aggressively.Hence , MSK<5> is true that Of the ten best - selling MSK<1> MSK<2> in the US during 2017 , six have an exclusive focus on MSK<0> and killing . "
503,1057,"The obstacles that Google will face when operating in China may negatively affect the company’s valuation.Hence, it is true that Chinese users prefer Wechat to Facebook, because the former is a Chinese rather than a foreign owned company. Similarly, Chinese customers prefer Alibaba to Amazon.","['This is begging the question. Chinese people use Wechat more than Facebook because Facebook is banned in the country. If Facebook was more accessible, the results might be different.']","The obstacles that MSK<0> will face when operating in MSK<2> may negatively affect the MSK<1> ’s valuation.Hence , MSK<0> is true that MSK<2> users MSK<3> Wechat to Facebook , because the former is a MSK<2> rather than a foreign owned MSK<1> . Similarly , MSK<2> customers MSK<3> Alibaba to Amazon . "
504,1125,"Appeals to tradition make the Supreme Court more democratic.Hence, it is true that Appeals to tradition are equivalent to appeals to what is important to the American people.",['The American people are divided on whether or not the Supreme Court should appeal to tradition. This lack of consensus makes it difficult to rely on their will.'],"MSK<0> to MSK<1> make MSK<2> more democratic.Hence , MSK<2> is true that MSK<0> to MSK<1> are equivalent to MSK<0> to what is important to the American people . "
505,469,"It should not be left to lawmakers to decide which disabilities classify as legal or illegal to abort.Hence, it is true that Thin end of the wedge. Once aborting disabled children becomes the 'norm', there is no telling what other legalised abortions it could lead to.",['This is a slippery slope argument%20effect.): a well known logical fallacy.'],"MSK<0> should not be left to lawmakers to decide which MSK<3> classify as MSK<2> or MSK<2> to MSK<1> , MSK<0> is true that Thin end of the wedge . Once MSK<1> MSK<3> children becomes the ' norm ' , there is no telling what other legalised MSK<1> MSK<0> could lead to . "
506,178,"The gospels meet all reasonable expectations for reliability.Hence, it is not true that The gospels contain information the gospel writers very likely could not have had, such as what was said at Jesus' trial.","['In the Garden of Gethsemane, all the disciples fall asleep, begging the question of how Mk could have known what Jesus did at that time.']","MSK<0> meet all reasonable expectations for reliability.Hence , MSK<0> is not true that MSK<0> contain information the gospel writers very likely could not have had , such as what was said at Jesus ' trial . "
507,1196,"Men should be able to vote in the abortion debate.Hence, it is true that Every person, despite their gender, should be able to give their opinion about something that concerns the whole society.","[""Arguing that men can't place a vote or opinion related to abortion is a logically fallacious strategy called “argumentum ad hominem.” Rather than deal with the arguments being presented, one instead chooses to attack the person giving it. The argument is separate from the person giving it. Therefore, the arguments for or against abortion remain regardless of who gives them.""]","MSK<0> should be MSK<1> to vote in the abortion debate.Hence , it is true that Every person , despite MSK<0> gender , should be MSK<1> to give MSK<0> opinion about something that concerns the whole society . "
508,620,"Revelation through faithful practices, religious experiences, and testimony support the existence of God.Hence, it is true that The teachings of prophets provide credence to the idea that God exists.","['This point is circular within the broader argument, because it essentially makes the claim: “We know how to know God, because God told the prophets and they told us.” If god doesn’t exist, he didn’t tell the prophets anything.']","Revelation through faithful practices , religious experiences , and testimony support the MSK<0> of God.Hence , it is true that The teachings of prophets provide credence to the idea that God MSK<0> . "
509,814,"Detriment to the well-being of those around us could have negative consequences to our own well-being.Hence, it is true that Immoral actions usually are also illegal actions, which normally lead to fines or even jail time, therefore unhappiness.",['Actions are deemed illegal on the basis of being considered immoral. Hence this is a circular argument.'],"MSK<0> MSK<1> could have negative consequences to MSK<1> own well - being.Hence , MSK<0> is true that Immoral MSK<2> usually are also illegal MSK<2> , which normally lead to fines or even jail time , therefore unhappiness . "
510,526,"Almost all major faiths offer complex and sophisticated arguments about why life exists after death.Hence, it is true that These arguments are believed by billions of people across the world, and have been throughout human history.",['This is an ad populum fallacy. People believing in something does not make it true.'],"Almost all major faiths offer MSK<0> , it is true that MSK<0> are believed by billions of people across the world , and have been throughout human history . "
511,579,"People do not pay taxes voluntarily. If forcing people to pay something is amoral for an individual, it should be considered as amoral for the government, too.Hence, it is not true that People agree on a social contract by using government resources, which allows the government to tax them. These taxes can be used for welfare.","[""This is circular reasoning. People are using government resource because they've got subsidised by taxes in the first place. That way private solutions can't compete with the price, although they might have been more efficient.""]","MSK<0> do not MSK<1> MSK<2> voluntarily . If forcing MSK<0> to MSK<1> MSK<3> is MSK<4> for an individual , MSK<3> should be considered as MSK<4> for the MSK<5> , too.Hence , MSK<3> is not true that MSK<6> agree on a social contract by MSK<7> MSK<5> resources , which allows the MSK<5> to MSK<2> MSK<6> . These MSK<2> can be MSK<7> for welfare . "
512,1181,"Violating the law entails detrimental costs to society.Hence, it is not true that There is no connection between the financial cost of crime and the punishment that criminals face. There is thus no reason to make the decision whether or not to disenfranchise ex-felons on the basis of considerations of cost.","['Even if there is no connection presently between the cost of crime and the punishments that we use, it does not follow that there should be no connection. To assert that there should be is to commit the naturalistic fallacy.']","Violating MSK<0> entails detrimental MSK<1> to society.Hence , MSK<0> is not true that There is no connection between the financial MSK<1> of MSK<2> and the punishment that MSK<2> face . There is thus no reason to make the decision whether or not to disenfranchise ex-felons on the basis of considerations of MSK<1> . "
513,815,"Biden will not actually make America a communist country. Trump tends to use the word ""communist"" incorrectly.Hence, it is true that Trump and many Conservative outlets use ""communist"" as a meaningless and self inconsistent buzzword, designed as a sort of bogeyman. That definition does not in any way match the technical correct definition of the word.","['These uses are usually in the form of an associative ad hominem attack, an argument style that is commonly viewed fallacious, weak and/or dishonest. Not something you want in a reliable source.']","Biden will not actually make America a MSK<0> country . MSK<1> tends to MSK<2> MSK<3> "" MSK<0> "" incorrectly.Hence , MSK<3> is true that MSK<1> and many Conservative outlets MSK<2> "" MSK<0> "" as a meaningless and self inconsistent buzzword , designed as a sort of bogeyman . That MSK<4> does not in any way match the technical correct MSK<4> of MSK<3> . "
514,677,"The complexity and precision found in nature and in living organisms indicate God's existence as the creator of all things.Hence, it is true that Life in our universe would be impossible if any of a number of laws, constants, and initial conditions were changed even unimaginably slightly. This implies the strong probability that the universe was created for the purpose of harboring life \(fine tuning\).","[""The argument claims something that is simply not known. We have only one universe and we only know a very small part of it. We simply don't know what life would look like in a universe different than ours. It is an argument from ignorance to say that life would be impossible if the constants were changed.""]","MSK<0> and precision found in nature and in living organisms indicate God 's existence as the creator of all things.Hence , MSK<0> is true that MSK<1> in MSK<2> would be impossible if any of a number of laws , constants , and initial conditions were changed even unimaginably slightly . MSK<0> implies the strong probability that MSK<2> was created for the purpose of harboring MSK<1> \ ( fine tuning \ ) . "
515,111,"Misogynistic and anti-feminist art is not only possible, but common.Hence, it is not true that The fact that misogynist art is common does not render those art forms inherently misogynist.",['The characteristics of the society as a whole do not necessarily induce specific parts of society to also have those characteristics.This is the fallacy of composition'],"MSK<1> and anti-feminist MSK<0> is not only possible , but MSK<2> , it is not true that The fact that MSK<1> MSK<0> is MSK<2> does not render those MSK<0> forms inherently MSK<1> . "
516,468,"Keep the Table as it is.Hence, it is not true that It currently displays information in a system that isn't the one that is common to the OGS site. Leading into a UX problem","[""That's a non-sequitur. It would be entirely appropriate for the Profile page to be the only page where the Glicko rating is displayed and analysed. Already it's there in a graph, why not a table as well?""]","Keep MSK<0> as MSK<0> is.Hence , MSK<0> is not true that MSK<0> currently displays information in a system that is n't the one that is common to the OGS site . Leading into a UX problem "
517,982,"All Caused Things must have a Cause. Since an eternal regression of causes requires that the sum of all existence, as a whole, to be uncaused, and a finite regression of causes requires that the start of the regression be uncaused, it is necessary that an uncaused cause exists.Hence, it is not true that From observations about causality in the universe, an object or agent has two options in becoming a cause:",['The parent is a false dilemma. It assumes creatio ex nihilo is impossible for God.'],"All MSK<0> Things must have a MSK<0> . Since MSK<1> MSK<2> that the sum of all MSK<4> , as a whole , to be MSK<3> , and a finite regression of MSK<0> MSK<2> that the start of MSK<1> be MSK<3> , MSK<1> is necessary that an MSK<3> MSK<0> MSK<4> , MSK<1> is not true that From observations about causality in the universe , an object or agent has two options in becoming a MSK<0> : "
518,14,"In Daenerys' vision Rhaegar Targaryen describes the story of the Prince that was Promised as ""The Song of Ice and Fire"". This does not fit Daenerys.Hence, it is not true that Rhaegar's words are of dubious value as they were probably more driven by wishful thinking than actual insight.","['Rhaegar initially believed that he would be the Prince. When no indications for this surfaced, he came to believe that the prophecy of the Prince referred to three people, hence he named his first two children after the three dragon-riders of the Targaryens. This indicates wishful thinking on his side.']","In MSK<0> vision Rhaegar Targaryen describes the story of the Prince that was Promised as "" The Song of Ice and Fire "" . MSK<0> does not fit Daenerys.Hence , MSK<0> is not true that MSK<1> are of dubious value as MSK<1> were probably more driven by wishful thinking than actual insight . "
519,214,"These books are often taught in public schools. They are not being hidden away.Hence, it is not true that A trend of banning or editing history books, popular books, and oral traditions has already emerged.","['That ""slippery slope"" predictions have come true in the past does not make any slippery slope argument inherently non-fallacious. A slippery slope argument is considered fallacious when a chain of events based on acceptance of some principle for action is not given additional evidence which suggests its likelihood beyond the mere fact of the acceptance of said principle.']","MSK<0> are often taught in public schools . MSK<0> are not being hidden away.Hence , it is not true that A trend of banning or editing history MSK<1> , popular MSK<1> , and oral traditions has already emerged . "
520,850,"There has only ever been one amendment to the US Constitution which limits terms since it came into power in 1789.Hence, it is not true that The 22nd Amendment was passed despite significant opposition, taking 4 years to gain enough states to ratify the amendment. Harry Truman, who was President at the time, called it ""one of the worst that has been put into the Constitution"". This demonstrates that even amendments which limit terms, that seem unlikely to pass at the time, can, and have done so.","['The 22nd amendment was largely passed by the Republicans to prevent another Franklin Roosevelt term, as he had already served an unprecedented four terms. The same circumstances are unlikely to apply to the Supreme Court.']","There has only ever been MSK<0> which MSK<2> since MSK<0> came into power in 1789 . Hence , MSK<0> is not true that MSK<0> was MSK<3> despite significant opposition , taking 4 years to gain enough states to ratify MSK<0> . Harry Truman , who was President at MSK<4> , called MSK<0> "" one of the worst that has been put into the Constitution "" . MSK<0> demonstrates that even amendments which MSK<2> , that seem unlikely to MSK<3> at MSK<4> , can , and have done so . "
521,327,"The Biblical term for Baptism is baptizo, which is a Greek word meaning ""dip"" or ""submerge."" Therefore, baptism requires immersion.Hence, it is true that ""Baptizo"" is derived from ""bapto,"" which means ""to submerge."" Therefore, ""baptizo"" also means ""to submerge.""",['This is the etymological fallacy because a word may have a different meaning from the root from which it was derived.'],"The Biblical term for MSK<0> is MSK<1> , which is a Greek word meaning "" dip "" or "" MSK<2> . "" Therefore , MSK<0> requires immersion.Hence , MSK<0> is true that "" MSK<1> "" is derived from "" MSK<1> , "" which MSK<3> "" to MSK<2> . "" Therefore , "" MSK<1> "" also MSK<3> "" to MSK<2> . "" "
522,160,"Attachment Parenting is the Best Way to Raise a Child.Hence, it is true that Attachment parenting leads to physically healthier children.","['It is certainly true that children who are neglected and abused suffer neurocognitive impairment and socio-emotional problems; however, this is not the case in the vast majority of Western parenting. This has not stopped certain proponents of attachment parenting from making false equivalences in the hope of promoting their ethos.']","MSK<0> is the Best Way to Raise a MSK<1> , MSK<0> is true that MSK<0> leads to physically healthier MSK<1> . "
523,476,"Programs like Alcoholics Anonymous are the best way to battle addiction.Hence, it is not true that AA is not effective.","['A review of the research on Alcoholics Anonymous shows it is misleading, often attributing false causality to attending AA meetings.']","Programs like MSK<0> are the best way to battle addiction.Hence , MSK<0> is not true that AA is not effective . "
524,8,"Overall, it has led to the deaths of 100 million people in the last 100 years.Hence, it is not true that That is awful but compare that to the numbers that capitalism has killed.",['This is a red herring; The number of people that capitalism has killed has no bearing on the argument that Socialism/Communism killed 100 million people.'],"Overall , MSK<0> has led to the deaths of MSK<1> million people in the last MSK<1> years.Hence , MSK<0> is not true that That is awful but compare that to the numbers that capitalism has killed . "
525,458,"Families know better than the state in which areas they need to spend, and in which they need to spend less.Hence, it is not true that This assumes that individuals will generally act rationality, but this is a flawed assumption. Given this, ""free range"" money reasonably may not always lead to better provision of needs than traditional welfare.","['All people exhibit some degree of cognitive biases and other basic ""thinking mistakes."" One of the most notable is that of planning failure, as exemplified through procrastination. Another common example is that of the gambler\'s fallacy, which causes some people to inaccurately assess the probability of crucial outcomes. Other important examples include egotistical and confirmation biases, such as where we choose to believe something simply because we want it to be true.']","MSK<0> know MSK<1> than the state in which areas MSK<0> MSK<2> to MSK<3> , and in which MSK<0> MSK<2> to MSK<3> less.Hence , it is not true that MSK<4> MSK<5> that individuals will generally act rationality , but MSK<4> is a flawed MSK<5> . Given this , "" free range "" money reasonably may not always lead to MSK<1> provision of MSK<2> than traditional welfare . "
526,26,"There is no scientific approach that can determine if we should value well-being.Hence, it is true that If someone does not care about either their own well-being or that of others, there is no way to argue that they are wrong from the point of view of science.","['There are several arguments, made over the course of the last 3,000 years, that egoism is false or incoherent or otherwise self-defeating. The claim that there is literally no way to argue against egoism is an argument from ignorance.plato.stanford.edu plato.stanford.eduplato.stanford.edu']","There is no MSK<1> approach that can determine if we should value well - being.Hence , it is true that If someone does not care about either MSK<0> own well - being or that of others , there is no way to argue that MSK<0> are wrong from the point of view of MSK<1> . "
527,890,"Churches in the United States should lose their automatic tax-exempt status.Hence, it is not true that Governments that operate under a separation of church and state aren't positioned to claim authority to tax churches, regardless of whether churches do social good.","['If authority comes from consent of the governed, then voluntary religion has more authority over its constituents than a compulsory nation-state. The nation-state then finds it very difficult to claim the authority to tax the church, outside of appeals to violent coercion.']","MSK<0> should lose MSK<0> automatic MSK<1> - exempt status.Hence , it is not true that Governments that operate under a separation of MSK<2> and state are n't positioned to claim authority to MSK<1> MSK<2> , regardless of whether MSK<2> do social good . "
528,979,"God can be an explanation for some things and we can discover TRUTH \(what God is actually like in REALITY\).Hence, it is not true that Question: Why is there morality? Answer: God is the source/cause of morality. Question: What is God? Answer: God is that which is the source/cause of morality. Question: So morality is explained by saying ""that which is the source/cause of morality is why there's morality?"" \(rhetorical of course\)","['The moral argument does not seek to answer, “what is God.”  It simply suggests that God \\(whatever that is attributionaly\\) as the best explanation for the existence of objective moral values and duties. Therefore, the parent is a strawman.']","MSK<0> can be an MSK<7> for some things and we can discover TRUTH \ ( what MSK<0> is actually like in REALITY \ ) . Hence , it is not true that MSK<1> : Why is there MSK<2> ? MSK<3> : MSK<0> is MSK<4> / MSK<5> of MSK<6> . MSK<1> : What is MSK<0> ? MSK<3> : MSK<0> is that which is MSK<4> / MSK<5> of MSK<6> . MSK<1> : So MSK<6> is MSK<7> by saying "" that which is MSK<4> / MSK<5> of MSK<6> is why there 's MSK<2> ? "" \ ( rhetorical of course \ ) "
529,696,"While true, the claim in no way shows that it is improper to use the conclusions of scientific research as evidence for non-scientific conclusions. Nor is it improper to use certain non-scientific conclusions as scientific evidence.Hence, it is true that The ""scientific method"" is not derived from science. Indeed, it could not be, for that would mean that it existed before it was derived. Therefore, science itself is based on a philosophical, not a scientific foundation.","['This statement is a fallacy of equivocation between science, a category of knowledge, and the scientific method, which is a means of testing explainatuons and predictions. Kialo is an example of the scientific method, but it deals in subjects not limited to science.']","While MSK<0> , MSK<1> shows that MSK<1> is MSK<2> to MSK<3> the MSK<4> of MSK<5> research as MSK<7> for MSK<5> MSK<4> . Nor is MSK<1> MSK<2> to MSK<3> certain MSK<5> MSK<4> as MSK<5> MSK<7> , MSK<1> is MSK<0> that The "" MSK<5> method "" is not MSK<6> from MSK<5> . Indeed , MSK<1> could not be , for that would mean that MSK<1> existed before MSK<1> was MSK<6> . Therefore , coref1 is based on a philosophical , not a MSK<5> foundation . "
530,1134,"Jesus is sinless only by stipulation. There is no way for anyone to verify that he never committed any sins.Hence, it is not true that There is extensive documentation of Jesus's life in the four gospels and many mentions of him in other sources, yet there is no evidence in any of these that he ever sinned.",['This is an argument from ignorance: an absence of evidence of sin is not evidence of an absence of sin.'],"MSK<0> is sinless only by stipulation . There is no way for anyone to verify that MSK<0> never committed any sins.Hence , it is not true that There is extensive documentation of MSK<0> life in the four gospels and many mentions of MSK<0> in other sources , yet there is no evidence in any of these that MSK<0> ever sinned . "
531,611,"If the tomb was not empty, Christianity would have fallen apart when someone other than the Disciples went to check the tomb and found Jesus's body.Hence, it is not true that This underestimates the power of wishful thinking. People make decisions to believe based on leaps of faith. Even when presented with incontrovertible proof that they are incorrect, faithful believers tend to double down and do not deny their faith. See, for example, modern examples of those who predict the end of the world on a particular date.","[""While wishful thinking may apply to the Disciples themselves, if the fact that Jesus's body was present in the tomb was advertised \\(as the Roman and Jewish authorities would likely do in reaction to a perceived threat such as Christianity\\) then they would be unable to amass other followers.""]","If MSK<0> was not empty , Christianity would have fallen apart when someone other than the Disciples went to check MSK<0> and found Jesus 's body.Hence , MSK<0> is not true that This underestimates the power of wishful thinking . MSK<1> make decisions to believe based on leaps of MSK<2> . Even when presented with incontrovertible proof that MSK<1> are incorrect , faithful believers tend to double down and do not deny MSK<1> MSK<2> . See , for MSK<3> , modern MSK<3> of those who predict the end of the world on a particular date . "
532,182,"Athletics should be separated by weight class or ability, not gender or sex, since this is a greater determining factor when it comes to athletic competitiveness.Hence, it is true that The biological distinctions between men and women are not sufficient to override the desires of the individual.","['That is a red herring. This discussion is about how to create rules for athletes. This is not overriding the desires of individuals, but deciding whether the desires of one individual are sufficient to override fairness for a whole group.']","MSK<0> should be separated by weight class or ability , not gender or sex , since MSK<1> is a greater determining factor when MSK<1> comes to athletic competitiveness.Hence , MSK<0> is true that The biological distinctions between men and women are not sufficient to override the desires of the individual . "
533,844,"Galen Strawson's Basic Argument(Galen Strawson developed a ""Basic Argument"" which attempts to prove that free will and moral responsibility do not exist. It is an extensive version of the logical and simplistic standard argument against free will.) proposes that to be truly responsible for how one is at time-point \(0\), they must have brought it about via time-point \(-1\). But to have been responsible for how one was at time-point \(-1\), one must have been responsible for how one was at time-point \(-2\). This regress is endless \(p. 15(Here one is setting off on the regress. Nothing can be cause of itself in the required way. Even if such existence from and of itself is allowed to belong unintelligibly to God, it cannot plausibly be supposed to be possessed by ordinary finite human beings.)\).Hence, it is not true that Even if time-point \(-1\) situation constrains the available choices, claims that free will exist actually mean that some choices remain at time-point \(0\), independent of time-point \(-1\).","['The first assumption of the apparent regress is already a denial of self-determination and free will, making the whole regress a circular argument.']","MSK<0> MSK<1> MSK<2> ( MSK<0> developed a "" MSK<1> MSK<2> "" which attempts to prove that MSK<3> and moral MSK<6> do not MSK<4> . MSK<3> is an extensive version of the logical and simplistic standard MSK<2> against MSK<5> will . ) proposes that to be truly MSK<6> for how one is at MSK<7> - MSK<8> \ ( MSK<9> \ ) , they must have brought it about via MSK<7> - MSK<8> \ ( - MSK<10> \ ) . But to have been MSK<6> for how one was at MSK<7> - MSK<8> \ ( - MSK<10> \ ) , one must have been MSK<6> for how one was at MSK<7> - MSK<8> \ ( - MSK<10> \ ) . MSK<11> is endless \ ( p. 15 ( Here one is setting off on MSK<11> . Nothing can be cause of itself in the required way . Even if MSK<12> is allowed to belong unintelligibly to God , MSK<12> can not plausibly be supposed to be possessed by ordinary finite human beings . ) \ ) . Hence , MSK<12> is not true that Even if MSK<7> - MSK<8> \ ( - MSK<10> \ ) situation constrains the available MSK<13> , claims that MSK<5> will MSK<4> actually mean that some MSK<13> remain at MSK<7> - MSK<8> \ ( MSK<9> \ ) , independent of MSK<7> - MSK<8> \ ( - MSK<10> \ ) . "
534,25,"A utilitarian approach to morality - the principle that the maximization of well-being is good - is correct and objective.Hence, it is true that Morality is about values. Values are a type of fact about the well-being of conscious creatures. The well-being of conscious creatures is discoverable by science. Scientific facts are objective. -Sam Harris, The Moral Landscape","[""Sam Harris draws a false equivalence between 'facts' and 'values'.""]","A utilitarian approach to MSK<0> - the principle that MSK<1> , MSK<1> is true that MSK<0> is about MSK<2> . MSK<2> are a type of MSK<3> about the well - being of MSK<4> . The well - being of MSK<4> is discoverable by MSK<5> . MSK<5> MSK<3> are objective . - Sam Harris , The Moral Landscape "
535,933,"This reduces the maximal trait of ""ALL powerful"" to ""God can do all things that God can do"", which is a tautology. The same could be said of men, that doesn't make them ""omnipotent"".Hence, it is not true that According to Wayne Grudem, God’s omnipotence means that God is able to do all his holy will. There is nothing incoherent or ill defined about this attribute.",['Opponents to the coherence of God frequently set up a strawman arguments that assume omnipotence is the attribute of “being able to do anything.” This is a false representation of what theologians mean by omnipotence. Omnipotence is the attribute that means God can and always has been able to bring to accomplishment anything He wills without fail \\(nothing and no one can stop Him\\).'],"This reduces the maximal trait of "" ALL powerful "" to "" MSK<0> can do all things that MSK<0> can do "" , which is a tautology . The same could be said of MSK<1> , that does n't make MSK<1> "" MSK<2> "" . Hence , it is not true that According to Wayne Grudem , MSK<0> MSK<2> means that MSK<0> is able to do all MSK<0> holy will . There is nothing incoherent or ill defined about this attribute . "
536,496,"Science is akin to religion.Hence, it is not true that Unlike religion, science is based on evidence and experimentation, which is a more reliable methodology for attaining truth.","['Religions typically support subjective perceptions and feelings, such as ""revelation"" \\(personal or as reported in religious scripture/texts\\) and appeals to emotion such as ""I would not want to live in a world without God"" whereas these rationalizations have no place in scientific inquiry which relies on objective verification and falsification.']","MSK<0> is akin to MSK<1> , MSK<0> is not true that Unlike MSK<1> , MSK<0> is based on evidence and experimentation , which is a more reliable methodology for attaining truth . "
537,937,"P2. There is strong scientific evidence for the beginning of the universe.Hence, it is not true that P2: Einstein has proven that simultaneity depends on frame of reference. Thus, there can be no moment when ""the Universe began to exist"". Therefore, God need not exist.","['This is a strawman fallacy, because it was never claimed that the beginning was in a moment. The beginning is thought of as a the beginning of a causal chain, not a timeline.']","MSK<0> . There is MSK<1> , MSK<1> is not true that MSK<0> : Einstein has proven that simultaneity depends on frame of reference . Thus , there can be no moment when "" the Universe began to MSK<2> "" . Therefore , God need not MSK<2> . "
538,881,"The earth cannot be under 10,000 years old.Hence, it is not true that The Bible - and similar religious texts - date the earth as under 10,000 years old.","[""Using religious texts as indicators for understanding the age of the earth is appeal to authority, therefore a logical fallacy. The Scientific method is a rigorous, thoroughly testable approach to discovering facts about the age of the earth and the consensus amongst a majority of geologists and scientists is  the earth is billions of years old, therefore the earth can't be under 10,000 years old.""]","MSK<0> can not be under MSK<3> , MSK<0> is not true that The MSK<4> - and similar MSK<4> MSK<4> - date the earth as under MSK<3> . "
539,838,"This is a Tu quoque fallacy. Just because this is the case for Christianity and Judaism does not necessarily make it the case for Islam.Hence, it is not true that In the broader context of the world, the line of questioning Islam is subjected to is unique and hypocritical; in that, Islam is singled out for a trial on violence whereas other religions are vindicated for objectively more violent records.","['This is not a Tu Quoque fallacy \\(or not a falsifying one\\) if the objection is vindicating other religions without even due process. Argument from fallacy is the formal fallacy of analyzing an argument and inferring that, since it contains a fallacy, its conclusion must be false.']","MSK<0> is a Tu quoque fallacy . Just because MSK<0> is the MSK<1> for MSK<2> and MSK<5> does not necessarily make MSK<0> the MSK<1> for Islam.Hence , MSK<2> is not true that In the broader context of the world , the line of questioning MSK<3> is subjected to is unique and hypocritical ; in that , MSK<3> is singled out for a trial on MSK<4> whereas other MSK<5> are vindicated for objectively more MSK<4> records . "
540,862,"Capitalism is the most moral system.Hence, it is true that Capitalism, by virtue of being the system which most closely adheres to natural selection, is the most moral system.","['This is the naturalistic fallacy. By this reasoning, rape and murder are moral because they are also natural.']","MSK<0> is the most MSK<1> MSK<2> , MSK<0> is true that MSK<0> , by virtue of being the MSK<2> which most closely adheres to natural selection , is the most MSK<1> MSK<2> . "
541,49,"For example, it is natural for women to produce children, therefore it is moral to prohibit them from taking jobs which would distract from their natural duties of childbirth and care.Hence, it is not true that It is natural for primates to forcefully copulate, that does not make rape morally acceptable. This is the fallacy of appeal to nature.","[""The appeal to nature fallacy is just an opinion that appealing to nature is a poor argument, it's not a true fallacy. This claim simply states the opinion that rape is not morally acceptable, and then the opinion that appeals to nature aren't valid, neither of which represents an objective statement.""]","For example , MSK<0> is MSK<1> for women to produce MSK<2> , therefore MSK<0> is moral to prohibit MSK<2> from taking jobs which would distract from MSK<2> MSK<1> duties of MSK<3> and care.Hence , MSK<3> is not true that It is MSK<1> for primates to forcefully copulate , that does not make rape morally acceptable . MSK<0> is the fallacy of appeal to nature . "
