,claim,labels
2514,"Faith in the Judeo-Christian religion has historically been an inspiration for science.Given the majority status of religion among the people in these societies, whether an advancement would've come about with or without religion is hard to determine. The article simply states that members of those religions made scientific advancements.",['false causality']
2515,"The argument does not argue if there is no god, people would disagree. It argues that if a singular god claim did exist, that religion would be uniform on a global scale. Instead, various religions have existed, with widely varying claims, all separated by geographic distance and time, as one would expect from a tribal human construction.The line of thinking that says tribal thinking would create different religions, and we see different religions, therefore religions are nothing but tribal creations is nothing more than affirming the consequent, and is fallacious reasoning.",['affirming the consequent']
2516,"Black students are more likely to be suspended for the same behavior.This does not mean that punishment was not justified, nor does it mean that whites children's misbehavior was overlooked.",['affirming the consequent']
2517,"One atheistic view of beauty is fitness of reproduction via natural selection. Arguing reductio ad adsurdum, if an organism does not display reproductively desirable traits, their beauty is absent. Many theistic views of beauty are based on qualities deeper than reproductive traits, such as Christianity's view of Imago Dei, in which humans are beautiful intrinsically, as being created in the image of God.Atheists have no belief in a God; they do not believe they are made in anyone's image. All the evidence shows us that we are a species shaped by evolutionary processes and not created. It is hugely liberating to consider we are not anyone's ""creature"".",['affirming the consequent']
2518,"There are sound arguments for God.According to William Ln. Craig’s Moral Argument for God’s Existence, if God does not exist, objective moral values and duties do not exist. Since objective moral values and duties do exist, it follows that God has to exist as well.",['affirming the consequent']
2519,The existence of God cannot be disproven.A true statement can never be disproved.,['affirming the consequent']
2520,"There are no philosophical arguments that result in the conclusion of a God. All current models rely on logical fallacies, and are constantly reworded over and over again in order to seem like there are new metaphysical arguments being produced.No argument is free from logical fallacies. To demand total air-tight logic would be to say that we cannot prove anything.",['affirming the consequent']
2521,Cosmological arguments support the existence of God.God is defined as all knowing and all powerful by classical definition. We live in a universe composed solely of energy and information. Therefore God is the universe. The universe exists. Therefore God exists.,['affirming the consequent']
2522,God exists.God is defined as all knowing and all powerful by classical definition. We live in a universe composed solely of energy and information. Therefore God is the universe. The universe exists. Therefore God exists.,['affirming the consequent']
2523,"Violence cannot be right, because it's almost always an expression of the ego, thus using violence means you're succumbing to your emotions instead of listening to reason.Only the weak make use of violence.",['affirming the consequent']
2524,"To argue... ""if there was no God, people would not agree on what to believe about God... and in fact we see people not agreeing, therefore there is no God..."" is nothing more than affirming the consequent. It is unscientific and doesn't justify anything.The argument does not argue if there is no god, people would disagree. It argues that if a singular god claim did exist, that religion would be uniform on a global scale. Instead, various religions have existed, with widely varying claims, all separated by geographic distance and time, as one would expect from a tribal human construction.",['affirming the consequent']
2525,"There isn't any reason a priori to expect the world to be fundamentally beautiful - however, if it was created by a perfect God, it would almost certainly be. As such, the fact that we exist in a fundamentally beautiful universe counts as evidence for a perfect Creator.The Likelihood Principle states that if some observation O is likely under hypothesis A and less likely under hypothesis B, then O counts as evidence for A over B.

The existence of a fundamentally beautiful universe (O) is likely assuming a perfect creator (A), and less likely assuming the absence of such a creator (B).",['affirming the consequent']
2526,"The Creation accounts in Genesis do not support the conclusion that God created human beings to be forever paired and are structured as heteronormative. Instead, they do not so much reflect a divinely ordained sex/gender system (Gen 1) as later-humankind constructed it (Gen 2-9).Homosexuality, as in sexual attraction to the same sex, is not considered a sin in itself. It's the way God made one, and since God is infallible, it can not be a sin.",['affirming the consequent']
2527,The Book of Mormon is an authentic ancient text.Linguistics: The writing in the Book of Mormon is consistent with ancient Hebrew and Egyptian writing and language.,['affirming the consequent']
2528,Scientific observation appears to indicate that religion is entirely a human construction.Creation of various gods and faiths across the world is indicative that religious thought is inherent to the human brain seeking explanation and a form social behavior. The fact that they do not align with each other is indicative that such supernatural entities aren't actually involved in the world.,['affirming the consequent']
2529,"""Que el Gobierno no presente la reforma pensional. "" Falta una contrapropuesta que de sostenibilidad fiscal al sistema pensional.La reforma es necesaria, es cierto que hay que hacerla, lo que angustia es los posibles ""micos"" que el nuevo sistema introduzca.",['slippery slope']
2530,"The claim assumes erasing the history of slavery could be accomplished solely by taking down public monuments. The slippery slope would necessarily include the banning of history books, documentaries, oral traditions, etc., which is highly improbable.A trend of banning or editing history books, popular books, and oral traditions has already emerged.",['slippery slope']
2531,"Allowing hate speech is what lets us find and eliminate the troublemakers, and maybe even convert them. To ban hate speech is to make it more likely for misguided people to become malicious people and for malicious people to retaliate violently. We'd rather hear hate speech than see hate crimesThis is a slippery slope argument, the connection between banning hate speech and malicious people retaliating violently is not clear.",['slippery slope']
2532,"Legalizing cannabis will free up space in courtrooms and prisons.The space-saving argument has no place in determining policy, or else this risks using the same argument to legalise any crime.",['slippery slope']
2533,"At times, intelligence is a by-product of education. Poor individuals have less access to education.This line of reasoning is discriminatory since the implication of its logical conclusion would be to only allow rich or well-educated people access to freedom of speech.",['slippery slope']
2534,"We ought to align our definitions of sex in useful ways that help define phenomena and problems so we can clearly see the path forward toward treating one another better.This notion strays dangerously into postmodernist relativism. If we continue down this path, then words and concepts lose all meaning, as they are diluted by conflicting and ever-changing definitions.",['slippery slope']
2535,"This is a slippery slope argument, a logical fallacy unless it is substantiated with evidence to support that it is very likely that making hate speech illegal will lead to arbitrary curbs.US history has created a basis for slippery slope argument. Examples include gun legislation and abortion. In those circumstances, the cases presiding (2nd amendment judgments as a prime example) decided that limitation was allowed, and since then more laws have been allowed due to this. Under the circumstances, limiting free speech based on ""Hate"" enables subjective qualifications. Subjectivity would be the mechanism for the slippery slope.","['slippery slope', 'intentional']"
2536,"New pronouns are too vague, too confusing or incorrect.If everyone was allowed to choose their pronouns out of an infinite list of posibilities, the simplest correspondence would be an impossible task.",['slippery slope']
2537,"We need everyone to be on same page with gun rights. Current pro-gun organizations attempt to keep gun regulations opaque and difficult to enforce.Current gun control organizations want to whittle away at gun rights until nothing is left.  What they want to ban changes over time from Saturday night specials, to handguns, to some rifles (so called assault rifles) academic.oup.com nraila.org object.cato.orgHandgun control changed their name after one of their sponsors was caught with an illegal gun they are now http://www.bradycampaign.org/",['slippery slope']
2538,"If everyone was allowed to choose their pronouns out of an infinite list of posibilities, the simplest correspondence would be an impossible task.The ""slippery slope"" is a logical fallacy.",['slippery slope']
2539,"It is difficult to draw a clear line showing at which point an individual or organisation has proven to be too offensive to be allowed a platform to speak. This makes it very difficult to create an effective no-platforming policy that is not arbitrary.This is basically a slippery slope argument, a common fallacy.",['slippery slope']
2540,It is okay to punch a Nazi.Legitimising political violence sets a bad precedent that could enable further political violence.,['slippery slope']
2541,"Sanders may have charitable views about the policies of some cruel authoritarians, such as Fidel Castro, But he is not himself an authoritarian and would not govern like one.nytimes.com|https://www.nytimes.com/2020/03/02/opinion/letters/bernie-sanders-david-brooks.htmlExtreme beliefs (like the belief that capitalist are evil, stole everything they have and are not smart, intelligent, or hardworking in ways that are good for society) lead to authoritarian actions.",['slippery slope']
2542,"People should be free to put what they want on their pizzas, even if it harms them, because it's their choice to.Oh! So we should allow unborn fetuses on pizza then?! Where does the madness stop?",['slippery slope']
2543,"Late stage abortions are particularly ethically problematic, because the baby would likely have survived if it was born immediately.When people allow abortions late term or after birth, it is a slippery slope to killing young kids because they have a mental or physical defect because they did not turn out right.",['slippery slope']
2544,"Pregnant people should have the right to choose abortion.When people allow abortions late term or after birth, it is a slippery slope to killing young kids because they have a mental or physical defect because they did not turn out right.",['slippery slope']
2545,"Political correctness is detrimental to society.Attempting to regulate speech by specifically designating which speech is, or is not, politically correct enables a very subjective and slippery slope towards the infringement of our human right of free expression.",['slippery slope']
2546,Individuals should be censored for making false statements about Covid.Censorship is a slippery slope. Any level of censorship may cause more trouble than good.,['slippery slope']
2547,Social justice movements should abandon the use of no-platforming at universitiesIt is difficult to draw a clear line showing at which point an individual or organisation has proven to be too offensive to be allowed a platform to speak. This makes it very difficult to create an effective no-platforming policy that is not arbitrary.,['slippery slope']
2548,"Removing or renaming Confederate memorials/monuments presents a slippery slope wherein eventually any memorial linked to the colonial era or other problematic legacies could be considered representative of oppression, and thus deserving of eradication.The slippery slope is only a valid argument if you can prove the slope is real, meaning that you can prove that the beginning action being argued for includes significant provisions or risks that will lead to continuing the process.",['slippery slope']
2549,Should same-sex marriage be legalised in Australia?Legalising same sex marriage will lead to the erosion of freedom of speech in Australia.,"['slippery slope', 'fallacy of logic']"
2550,"It should not be left to lawmakers to decide which disabilities classify as legal or illegal to abort.Thin end of the wedge. Once aborting disabled children becomes the 'norm', there is no telling what other legalised abortions it could lead to.",['slippery slope']
2551,"It is difficult to draw a line that satisfies everybody. If Confederate monuments are removed, statues of Presidents like Jefferson and Washington, who owned slaves, could be next.This is a slippery slope fallacy.  We are discussing a specific group of men who are remembered for one thing: fighting a bloody war against the government of the United States to defend slavery.  Certainly other historical figures owned slaves, but this is not the only reason we remember them, and it is certainly not why we honor them.",['slippery slope']
2552,Some pregnancies are the result of an act of violence like rape.Mandatory abortion of rape reduces the genetic advantages of rape by leaving them without offspring who carry the gene.,['slippery slope']
2553,"Not all people identify as the two binary genders.Again, they represent less than 1% of the human population. Forcing the accommodation of such a minuscule minority sets a precedent for an infinite regression of accommodations for every individual claiming they are marginalized. A line has to be drawn somewhere.",['slippery slope']
2554,"The US should adopt stricter gun control legislation, in the form of the policy defined in the background discussion info.There is no inherent natural right to gun ownership.",['slippery slope']
2555,Homosexuality could be negative for the individuals in question.Homosexuals are often excluded of society.,['slippery slope']
2556,Selecting out individuals who exhibit 'poor health and choices' is a slippery slope that would have unintended consequences.Automatically treating individuals who create an undue demand on the system through poor choices is a slippery slope that would have unintended consequences.,['slippery slope']
2557,A further referendum should be held on BrexitIn the previous vote the details of what Brexit means were unclear.,['slippery slope']
2558,Political correctness is detrimental to society.A culture of political correctness paves the way for authoritarianism.,['slippery slope']
2559,The European refugee crisis can only be resolved by changing EU law so that refugees and illegal immigrants can be deported immediately to camps outside the EU.Human rights are universal and unchangable.,['slippery slope']
2560,Objectivity is impossible.Objectivity per se does not exist without subjectivity.,['slippery slope']
2561,There should be no limits on freedom of speech.Limiting speech is a slippery slope and it is hard to know how far we allow limits. If we begin cherry picking what is and isn't acceptable then we will never know when to stop.,"['slippery slope', 'intentional']"
2562,The Sanders Tax is a good thing.Companies are not responsible for every factor that leads someone to need governmental support.,['slippery slope']
2563,Some teachers should be armed with guns.People should be free to carry guns and teachers shouldn't be an exception to this.,['slippery slope']
2564,"If prisoners maintain human rights while incarcerated, they should also be given the same right to die as any other citizen.Allowing inmates this choice may reduce some of the stigma and taboo associated with the right to die.",['slippery slope']
2565,The US should pay reparations for slavery.The US track record of exploitation is quite long. Paying slavery reparations would be a slippery slope for other groups to claim the same.,['slippery slope']
2566,Pregnant people should have the right to choose abortion.Abortion might be used for eugenics.,['slippery slope']
2567,"This is better characterized as the benefits of excluding religion from politics.Excluding religion from politics in practice leads to atheist policies, because any policy decisions that depend on the existence of God or any other theistic idea as a premise are automatically excluded.",['slippery slope']
2568,"High-income countries should take in significant numbers of refugees.Many high-income countries of today have benefitted from their or other nations' past and present colonisation of developing countries, exploiting them for their own profit - and continuing to do so - which can create or worsen the problems that cause refugee crises.",['slippery slope']
2569,Just because they are not tyrannical now does not mean that they cannot be in the future.Arguing without evidence that all governments on earth will necessarily eventually become tyrannical is at best a slippery slope.,"['fallacy of extension', 'slippery slope']"
2570,Repealing the Second Amendment would not make gun ownership illegal.It would open the door to making gun ownership illegal.,['slippery slope']
2571,"Banning flag burning would violate the First Amendment.If the government gets permission to curtail an individual's right to speak in this way, they are likely to prevent people from speaking in other ways.",['slippery slope']
2572,Health care cannot be declared a human right because this forces others to provide people with health care through their labor.Society shouldn't be responsible for paying for other individual's poor health or choices.,['slippery slope']
2573,"Making hate speech illegal sets a dangerous precedent, which could lead to the curtailment of all speech.This is a slippery slope argument, a logical fallacy unless it is substantiated with evidence to support that it is very likely that making hate speech illegal will lead to arbitrary curbs.",['slippery slope']
2574,If this were the case every government on earth would be a tyrannical one as all countries have legal limits to freedom of speech.Just because they are not tyrannical now does not mean that they cannot be in the future.,['slippery slope']
2575,"There is no consensus on what constitutes political correctness. Therefore, any speech could be considered potentially unacceptable.This is a slippery slope logical fallacy. Advocates of political correctness generally agree that politically incorrect statements are those that would offend a disadvantaged or discriminated against group in society.",['slippery slope']
2576,"Brexit will have a positive effect on the political life of the European Union. See also excellent page en.wikipedia.org .Following Brexit, other member countries may be inclined to leave the EU.",['slippery slope']
2577,"In countering terrorism, the state should never infringe on individual human rights.Counter terrorism laws are too easy for states to abuse in order to defend their own interests.",['slippery slope']
2578,"Freedom of speech should not include discrimination and/or labeling.Allowing hate speech is what lets us find and eliminate the troublemakers, and maybe even convert them. To ban hate speech is to make it more likely for misguided people to become malicious people and for malicious people to retaliate violently. We'd rather hear hate speech than see hate crimes",['slippery slope']
2579,Just because governments do not have the right to impose population control does not mean that they should not have this right.Government-imposed population control methods are authoritarian in nature and contrary to the concept of individual liberty.,['slippery slope']
2580,"The US should remove Confederate memorials, flags, and monuments from public spaces.Removing or renaming Confederate memorials/monuments presents a slippery slope wherein eventually any memorial linked to the colonial era or other problematic legacies could be considered representative of oppression, and thus deserving of eradication.","['slippery slope', 'fallacy of logic']"
2581,"Painful executions harm innocent people more than conventional capital punishment.By this logic, only a minimal degree of punishment would ever be acceptable as even imprisonment and monetary fines hurt 'bystanders', for example relatives of the convict. Drawing the line at painful executions is thus arbitrary.",['slippery slope']
2582,"Death row inmates should be required to donate their organs upon their death.The mere fact that they are on death row means that their human right to live will already be violated. Thus, it means that their right to their body upon their deaths can be forfeit as well.",['slippery slope']
2583,The Humane Party is the party with the strongest commitment to protecting and promoting animal rights.It is unrealistic that a party focused mostly on animal rights will gain any serious traction in the political sphere.,['slippery slope']
2584,Unlimited freedom of speech can be used to spread hateful and/or harmful ideologies.Giving any authority the power to decide what is potentially hateful and/or harmful provides a weapon to use against free speech as a whole.,['slippery slope']
2585,"Infringing the human rights of some individuals to prevent harm to the general public is morally justified.Even though human rights violations can be justified in the short-term to prevent a public evil, the negative long-term consequences to society outweigh any such short-term benefit.",['slippery slope']
2586,"Recipients may vote to raise UBI even when it creates negative economic consequences.UBI creates well defined groups of recipients and net payers. It's easier to be a recipient, so there might be a tendency for the group of recipients to enlarge. The recipients are motivated to vote for more financial equality so inevitably enlarge the group of recipients now with even more democratic votes.",['slippery slope']
2587,Genealogy databases like AncesteryDNA and 23andMe should be available to law enforcement to solve crimes.The state could abuse its power if given access to this data.,['slippery slope']
2588,Obligatory Community/Military Service Should Be Introduced.Military-societies inherently posit violence and oppression as guiding cultural principles. Compulsory military service creates a dehumanized cultural condition.,['slippery slope']
2589,"The absence of a welfare state is immoral.To call the absence of something immoral is to raise the requirement of positive obligations. Positive obligations are most infamously contained in the Marxist claim ""from each according to his ability, to each according to his need,"" which have led to the greatest atrocities in the history of the world.","['slippery slope', 'false causality']"
2590,Regulating the internet inevitably leads to mass surveillance.Mass surveillance is necessary to fight terrorism. It is thus beneficial.,['slippery slope']
2591,Censorship is a slippery slope. Any level of censorship may cause more trouble than good.Slippery slope arguments are a well-known logical fallacy.,['slippery slope']
2592,"Hate speech should be legally protected.Hate speech, particularly against democratically underrepresented groups, can exacerbate discrimination.","['slippery slope', 'appeal to emotion']"
2593,"There is nothing inherently valuable about nature, or undermined processes, and pretending there is causes suffering, and puts people in danger of death or disability.Allowing child development to unfold as uninterupted as possible is an essential value. If we accept that nothing about nature is valuable this creates a notion that anything can be done to a child because natural development does not put any restrictions on our actions.",['slippery slope']
2594,There is no reason to believe this will start us down a 'slippery slope'The LGTB acronym expanded to LGBTQQIP2SAA... and keeps expanding to the extent that it had to be condensed to LGBTQ+.,['slippery slope']
2595,"If anyone who identifies as a woman is allowed into women-only spaces, then it will be possible for any man to claim that he identifies as a woman in order to access these spaces.Allowing those who identify as women into women-only spaces would not grant access to cis men, because, unlike trans women, they do not identify as women.",['slippery slope']
2596,"It's unethical to harm animals for the sake of human entertainment.In bullfighting, torture is spectacularized, which adds to the cruelty.",['slippery slope']
2597,"Bullfighting is cruel.In bullfighting torture is spectacularized, which adds to the cruelty.",['slippery slope']
2598,There should not be religious exemptions to the law.Some people believe the laws of God outweigh the laws of man.,['slippery slope']
2599,"To give the public a vote and overrule it would be a failure of democracy.By having another referendum, a dangerous precedence would be set increasing the probability of whatever party is in charge being able to trigger re-votes till they get the result they desire.",['slippery slope']
2600,Internet companies are wrong in denying services to white supremacists.Certain ideas are fundamentally undemocratic and must be censored to protect a democracy.,['slippery slope']
2601,The current date reflects a day of great tragedy for the Aboriginal people of Australia.There will be no end if Australia continues to make concessions to Aboriginals.,['slippery slope']
2602,"Civil rights Prop 209, which made it illegal for the state to discriminate against any person based on race, should be repealed so that we can take 'Affirmative Action' in California. Prop 16, Repeal Prop 209 Affirmative Action Amendment 2020Legalizing discrimination gives the government power we cannot trust it not to abuse. This puts every citizen in danger of being discriminated against as power changes hands over time.",['slippery slope']
2603,Society shouldn't be responsible for paying for other individual's poor health or choices.Selecting out individuals who exhibit 'poor health and choices' is a slippery slope that would have unintended consequences.,['slippery slope']
2604,"The US should pay reparations for slavery.There are severe barriers to specifying who should be entitled to reparations, and what form reparations would take.",['slippery slope']
2605,"The State is not an adequate actor to determine and regulate hate speech.It is possible to have functional free speech protections while simultaneously harshly condemning hate speech, like in Germany.",['slippery slope']
2606,"Limitations on free speech are a slippery slope. Even justifiable limitations are likely to be superseded by unjust ones.There is room for abuse in many policies, but that does not make them bad policies.",['slippery slope']
2607,People should be free to carry guns and teachers shouldn't be an exception to this.This creates a slippery slope as students would also want to or even should be armed.,['slippery slope']
2608,Extremist parties should be allowed.Legitimate parties are likely to be banned because it is difficult to define an 'extremist party'.,['slippery slope']
2609,"In the case of the Washington Redskins, some Native Americans deem the appropriation wrong.Just because a group claims an action is wrong, does not make it so.",['slippery slope']
2610,"Parents can refuse medical treatment for their children.Oshin Kizko, a six-year old boy, had doctors who wanted him to be treated for his brain cancer and had parents who believed that it was not worthwhile given the side effects of the treatment.",['slippery slope']
2611,"Enforcing gun control does not equate to banning guns. We don't ban cars because people kill each other with them. We make laws that give guns to people who are responsible members of society, backed by their legal history.This does equate to banning them because for each high-profile gun crime that occurs, there is little acknowledgement that existing gun controls failed to prevent it, or when additional proposals would have also failed to prevent it. Ergo, such crimes will continue happening and additional controls will continue to be demanded until the logical extreme is met.",['slippery slope']
2612,"Social justice movements should abandon the use of no-platforming at universitiesAs a political tactic, no-platforming is ineffective.",['slippery slope']
2613,Approaching strangers for consensual sex in public may be harmful or dangerous.Rejected people can react irrationally.,['slippery slope']
2614,We should forgive those who don't regret hurting us.Holding a grudge can lead to revenge which can have dire consequences.,['slippery slope']
2615,"The right only exists insofar as the state protects it. If the state says it is in the public interest to remove this right, they can.The point of rights is that they are absolute and never removed for the public good.",['slippery slope']
2616,Social justice movements should abandon the use of no-platforming at universitiesNo-platforming exacerbates divisions among students because those who support the visiting speaker will feel as if their viewpoints are being shut out by the majority.,['slippery slope']
2617,"Testimony is anecdotal, not real evidence, and the fact that religion so often relies on testimony over real evidence is proof of how epistemologically inferior religion is to atheism.The epistemological inferiority of some religions does not equate to the epistemological inferiority of Islam.","['slippery slope', 'fallacy of logic']"
2618,Hate speech should be legally protected.Hate speech definitions vary based on culture and politics. This will make it harder to create fair and just hate speech laws around the world.,['slippery slope']
2619,"Protesting in front of abortion clinics should be prohibited.If protest free zones are enabled in front of abortion clinics, the ruling may be used in other situations to prevent protests from taking place for similar reasons regardless of severity.",['slippery slope']
2620,"The US track record of exploitation is quite long. Paying slavery reparations would be a slippery slope for other groups to claim the same.""Slippery slope"" arguments like this are logically faulty in that they wrongly presume that 1) principled distinctions cannot easily be drawn and that 2) the slope slides somewhere that, on net, is bad. Neither presumption is justified here. It's easy to identify slavery as a unique harm without true parallel in American history. It's also easy to argue that paying reparations to all exploited groups would be a net benefit. As such, this slippery slope doesn't hold up either narrowly or broadly.",['slippery slope']
2621,"Religion should be involved in politics.If we stop people from expressing religious belief in politics, then it could lead to greater restrictions on expression in politics.",['slippery slope']
2622,"Wealthy countries should provide citizens with a universal basic income (UBI).A UBI would take money away from the rich, which would greatly decrease job creation and economic growth.",['slippery slope']
2623,"All drugs should be legalised.If we allow drugs, we allow persons to self-indulge in their liberty, no matter how dangerous. Too much sanctioned self-indulgence damages society.",['slippery slope']
2624,"The practice of randomly choosing is just and fair, as the inconvenience and potential dangers of the medical trials get distributed all over society from the bottom to the top.Like citizens are liable to military service, they can be randomly chosen to serve their nation by partaking in medical trials.",['slippery slope']
2625,Ending slavery was discontinuing an injustice. It does not at all pay for the harms slavery caused prior to the war.The amount of harm that was done to slaves for decades prior to the abolition of slavery could not have been paid for by three years of fighting.,['slippery slope']
2626,"Legitimate parties are likely to be banned because it is difficult to define an 'extremist party'.Banning far-right parties is a slippery slope, as there is a danger this will set a precedent for banning groups that are criticized by mainstream society.",['slippery slope']
2627,"The use of racially derogatory language in Huckleberry Finn has largely been regarded as satirical. Bowdlerizing (that is, creating a ""sanitized"" version) misses the nuance of this language.When deciding whether to censor a text, the original intention of the language in the book is less important than the effect that the language has on the readers.",['slippery slope']
2628,"Abortion is murder and doctors have a duty to not to kill.Whether or not abortion should count as ""taking a life"" is highly contentious because of the problems surrounding determining person-hood.",['slippery slope']
2629,"Meat producers usually want animals to die quickly to prevent pain-associated chemicals from forming, as they spoil the meat.A vegan society would be obligated morally to protect all animals from harm to/from others, as we already do this for humans.",['slippery slope']
2630,"This leads to a slippery slope wherein living people could be used for car-crash tests, military explosives testing, and other activities that are for ""the greater good.""Clinical drug trials do not literally kill people, so to claim that there is in some way a ""slippery slope"" between there and here seems dubious, to say the least.",['slippery slope']
2631,Limitations on free speech are a slippery slope. Even justifiable limitations are likely to be superseded by unjust ones.Slippery Slope arguments are typically regarded as a logical fallacy. Minor limitations on freedom of speech (which is the norm in most countries) have not and are not guaranteed to lead to tyranny.,['slippery slope']
2632,"Option ""One"":
Agree and then honor the agreement. Become the slave police.This act would create a divide between our community and other slaves.",['slippery slope']
2633,"Like citizens are liable to military service, they can be randomly chosen to serve their nation by partaking in medical trials.This leads to a slippery slope wherein living people could be used for car-crash tests, military explosives testing, and other activities that are for ""the greater good.""",['slippery slope']
2634,"Fundamental rights should be extended to general AI (AGI).""General Conscious AI"" should never be created, and if created should be destroyed. The only safe path to superintelligence is by augmenting human minds through bioengineering or machine-brain interfaces. Otherwise we will become obsolete and lose control of our civilization, taking the question of who gets ""Fundamental Rights"" out of our hands and making this discussion pointless.",['slippery slope']
2635,"Every act or process that is based on exclusion hurts democratic values and erodes democracy.The greater the number of restrictions on voting that exist, the easier it is for governments to reference one group having lost its voting right as justification to take it from others. This undermines the future stability of the democracy.",['slippery slope']
2636,"Political correctness is detrimental to society.There is no consensus on what constitutes political correctness. Therefore, any speech could be considered potentially unacceptable.",['slippery slope']
2637,Genetically modifying livestock so that they don't feel pain is a viable alternative to veganism for reducing animal suffering.Genetically modifying animals for slaughter is unethical.,['slippery slope']
2638,"Hate speech should be legally protected.Making hate speech illegal sets a dangerous precedent, which could lead to the curtailment of all speech.",['slippery slope']
2639,Begging for money should be illegal.People should be allowed to give their money based on their own conscience. Criminalizing begging would take that right from the giver.,['slippery slope']
2640,Arguing without evidence that all governments on earth will necessarily eventually become tyrannical is at best a slippery slope.The slippery slope is not necessarily a fallacy and using it to dismiss an argument is a Thought-terminating cliché.,['slippery slope']
2641,The European Union should intervene in the political conflict in Catalonia.The EU inherently required less autonomy in its member nations. Any action taken to protect autonomy will lead to less autonomy in the future.,['slippery slope']
2642,"Attacks are part of free speech, but they are meaningless in discourse and serve only to distract from the topic at hand. Political correctness dismisses them allowing for meaningful conversation to continue. It doesn't mean that it is illegal to attack another person, only that the attacks will not be allowed to take over the discourse.There is no consensus on what constitutes political correctness. Therefore, any speech could be considered potentially unacceptable.",['slippery slope']
2643,"The licensing assessment policy could be an incredibly evil tool if it fell into the wrong hands, possibly resulting in genocide.The US constitution prevents the government from discriminating on the basis of religion or race. Any act of genocide will be unconstitutional and hence be struck down by the US Supreme Court.",['slippery slope']
2644,"Religious symbols would distract children from learning.Schools should be a place where logic, reason, facts, data, and science prevail. Many religions often contradict, and are at odds with the lessons and subjects taught by teachers, sending mixed messages to the students.",['slippery slope']
2645,"If torture is allowed, then it could easily be misused or performed in excess.It is difficult to know where the line should be drawn insofar as determining what forms of torture ought to be deemed acceptable.",['slippery slope']
2646,Polygamy should be legal.The Supreme Court just ruled that homosexual marriage is legal.  The court is ready to view marriage differently than in previous generations.,['slippery slope']
2647,Governments should not set policies that limit free speech.Limitations on free speech are a slippery slope. Even justifiable limitations are likely to be superseded by unjust ones.,['slippery slope']
2648,"Executions should be painful.If the infliction of pain becomes acceptable in the case of criminals, it is more likely to be seen as acceptable in other forms and the resurgence of such cruel acts becomes more likely.",['slippery slope']
2649,"The treatment of death as a legitimate response to pain is likely to encourage the idea that it's an appropriate response to a number of situations.It is difficult to determine the point where life is worth living. A right to die could exert downward pressure on society's calculation of where this point is located, resulting in people choosing to die unnecessarily.",['slippery slope']
2650,Counter terrorism laws are too easy for states to abuse in order to defend their own interests.The rationale of protecting people from terrorism is a slippery slope that can lead to further erosion of people's rights.,['slippery slope']
2651,Gender relations would improve if sexually explicit content were banned.A huge quantity of explicit internet content is misogynistic; banning it would be a positive move.,['slippery slope']
2652,Referendums can lead to a tyranny of the majority.Just because the tyranny of the majority is a possible outcome makes it neither likely nor inevitable. This warning therefore represents a slippery slope fallacy: just because a bad outcome can happen does not mean that it will happen.,['slippery slope']
2653,"In bullfighting, torture is spectacularized, which adds to the cruelty.Legally determining what constitutes spectacularization of violence is a slippery slope that has the potential to impede on the freedom of speech and expression.",['slippery slope']
2654,"In bullfighting torture is spectacularized, which adds to the cruelty.Legally determining what constitutes spectacularization of violence is a slippery slope that has the potential to impede on the freedom of speech and expression.",['slippery slope']
2655,"Even though a fetus cannot necessarily exist outside a mother's body immediately, it is a living being with the potential to live a full life and therefore should be protected.Late stage abortions are particularly ethically problematic, because the baby would likely have survived if it was born immediately.",['slippery slope']
2656,"Everyone should have the right to make their own decisions in regards to their health.Banning cigarettes sets a dangerous precedent for banning any product deemed harmful to health. Most processed foods have unhealthy amounts of salts, sugars and fat.",['slippery slope']
2657,"Palestinians have a strong claim to the territory. Israel, therefore, shouldn't be given an exclusive right to the territory.Jews have a stronger claim to the land; as the original inhabitants, they were dispossessed and exiled by the Romans in the first century. The land was subsequently invaded and occupied by several succeeding empires.",['slippery slope']
2658,"BDSM practices are illegal in many countries, as their extreme nature and potentially grave consequences make consent impossible.Laws change depending on the social outlook of the community that is governed by those laws. Just because something is illegal now, does not mean it could not become legal sometime in the future.",['slippery slope']
2659,"A culture of political correctness paves the way for authoritarianism.If the government becomes the arbiter of what's considered ""correct speech"", it will use that power for self-preservation, as authoritarian governments have throughout history.","['slippery slope', 'fallacy of logic']"
2660,"Racially insensitive words in The Adventures of Huckleberry Finn should be changed when it's being taught in school.Intentionally removing specific words from a text is functionally similar to censorship, which is contrary to the values of liberal democracies and should, therefore, be rejected.",['slippery slope']
2661,"Without God, there is no objective standard of evil.Intentionally removing specific words from a text for political reasons is functionally similar to censorship, which is contrary to the values of liberal democracies and should, therefore, be rejected.",['slippery slope']
2662,Journalists have a moral obligation to display violent images.Journalists have an obligation to do no harm.,['slippery slope']
2663,"Legalising drugs will help reduce incidences of addiction and substance abuse among drug users.Removing the taboo connotation of drugs may help some addicts to feel less stigmatized, though it may also normalize drug use to such an extent that social environments for those trying to avoid drugs are more difficult and alienating.",['slippery slope']
2664,"Something that seems to be good for the USA in the short term does not necessarily mean it is good for the USA in the long term. Long term ramifications are likely to weaken the USA in a variety of areas.Criticizing NATO, NATO Allies and thinking of reducing the NATO budget will weaken ties and trust among the organisation, thus weakening the partnership, which could cause problems in the future.",['slippery slope']
